"EG15_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_006.tcf]","Time (h)","SQ Pipe7 [EG15_006]","SQ Pipe6 [EG15_006]","SQ Pipe5 [EG15_006]","SQ Pipe19 [EG15_006]","SQ Pipe3 [EG15_006]","SQ Pipe2 [EG15_006]","SQ Pipe1 [EG15_006]","SQ Pipe0 [EG15_006]","SQ Pipe17 [EG15_006]","SQ Pipe16 [EG15_006]","SQ Pipe15 [EG15_006]","SQ Pipe14 [EG15_006]","SQ Pipe13 [EG15_006]","SQ Pipe12 [EG15_006]","SQ Pipe11 [EG15_006]","SQ Pipe10 [EG15_006]","SQ Pipe9 [EG15_006]","SQ Pipe8 [EG15_006]","SQ Pipe4 [EG15_006]","SQ FC04.1_C [EG15_006]","SQ FC01.2_R [EG15_006]","SQ FC01.1_R [EG15_006]"
      12,          0.183333,      0.0210,      0.0115,      0.0131,      0.0252,      0.0221,      0.0260,      0.0657,      0.0306,      0.1052,      0.1019,      0.0341,      0.0737,      0.0000,      0.0004,      0.0000,      0.0339,      0.0448,      0.0401,      0.0167,      0.0000,      0.1044,      0.0000
      13,          0.200000,      0.0273,      0.0280,      0.0408,      0.0696,      0.0206,      0.0368,      0.0729,      0.0168,      0.1368,      0.1438,      0.0483,      0.0919,      0.0019,     -0.0039,      0.0189,      0.0307,      0.0708,      0.0539,      0.0436,      0.0005,      0.0103,      0.3997
      14,          0.216667,      0.0382,      0.0685,      0.0882,      0.1140,      0.0285,      0.0468,      0.0863,      0.0209,      0.1172,      0.0068,      0.0832,      0.1105,      0.0362,      0.0475,      0.0834,      0.0570,      0.0979,      0.0699,      0.0594,      0.0059,      1.1346,      1.4453
      15,          0.233333,      0.0546,      0.0047,      0.1358,      0.1535,      0.0382,      0.0596,      0.1012,      0.0256,      0.2767,      0.0146,     -0.0628,      0.2339,      0.1244,      0.1243,      0.1681,      0.1147,      0.1339,      0.0987,      0.0749,      0.0170,      0.1431,      2.2749
      16,          0.250000,      0.0805,     -0.0459,     -0.0609,     -0.0587,     -0.0449,      0.0668,      0.0968,      0.0243,      0.1030,      0.0165,     -0.0230,      0.0443,     -0.0773,     -0.0503,     -0.0213,     -0.0437,     -0.0402,      0.1355,     -0.0158,      0.0348,      0.7178,      2.9403
      17,          0.266667,      0.1126,      0.1752,      0.1578,      0.1643,      0.0565,      0.0862,      0.1094,      0.0271,     -0.1009,      0.0012,      0.1076,      0.0035,      0.1384,      0.2331,      0.1431,      0.2486,      0.2379,      0.2055,      0.0924,      0.0599,      0.4786,      3.4594
      18,          0.283333,      0.1229,      0.2119,      0.2265,      0.2256,      0.0650,      0.0360,      0.1158,      0.0343,     -0.0984,      0.0002,      0.0997,      0.0098,      0.1222,      0.2376,      0.1239,      0.2687,      0.2633,      0.2286,      0.1124,      0.0911,     -0.0595,      3.9161
      19,          0.300000,      0.1258,      0.1994,      0.2348,      0.2301,      0.0849,      0.0301,      0.0980,      0.0346,     -0.0710,      0.0007,      0.0738,      0.0144,      0.1030,      0.2285,      0.1053,      0.2685,      0.2643,      0.2358,      0.1342,      0.1271,      0.0889,      4.3885
      20,          0.316667,      0.1240,      0.1743,      0.2324,      0.2321,      0.0954,      0.0284,      0.0868,      0.0335,     -0.0613,      0.0008,      0.0649,      0.0129,      0.0921,      0.2134,      0.0943,      0.2644,      0.2631,      0.2358,      0.1463,      0.1666,     -0.0478,      4.8806
      21,          0.333333,      0.1291,      0.1494,      0.2276,      0.2306,      0.0976,      0.0256,      0.0801,      0.0320,     -0.0495,      0.0007,      0.0527,      0.0144,      0.0837,      0.1956,      0.0862,      0.2585,      0.2616,      0.2369,      0.1515,      0.2057,      0.3778,      5.3733
      22,          0.350000,      0.1283,      0.1217,      0.2204,      0.2296,      0.0944,      0.0249,      0.0695,      0.0288,     -0.0386,      0.0008,      0.0420,      0.0148,      0.0748,      0.1752,      0.0773,      0.2505,      0.2586,      0.2342,      0.1609,      0.2437,      1.0445,      5.8728
      23,          0.366667,      0.1273,      0.1021,      0.2073,      0.2269,      0.0900,      0.0240,      0.0584,      0.0248,     -0.0322,      0.0006,      0.0350,      0.0110,      0.0619,      0.1520,      0.0641,      0.2417,      0.2557,      0.2322,      0.1692,      0.2797,      1.3556,      6.4042
      24,          0.383333,      0.1263,      0.0931,      0.1878,      0.2225,      0.0861,      0.0231,      0.0495,      0.0211,     -0.0279,      0.0007,      0.0309,      0.0080,      0.0502,      0.1294,      0.0525,      0.2309,      0.2524,      0.2298,      0.1735,      0.3132,      1.2338,      7.0597
      25,          0.400000,      0.1252,      0.0834,      0.1666,      0.2170,      0.0845,      0.0213,      0.0448,      0.0189,     -0.0251,      0.0007,      0.0281,      0.0052,      0.0415,      0.1138,      0.0437,      0.2163,      0.2479,      0.2270,      0.1728,      0.3446,     -1.3169,      7.8426
      26,          0.416667,      0.1240,      0.0742,      0.1433,      0.2105,      0.0828,      0.0187,      0.0393,      0.0163,     -0.0213,      0.0005,      0.0238,      0.0042,      0.0357,      0.1020,      0.0376,      0.1974,      0.2428,      0.2233,      0.1703,      0.3722,     -0.5394,      8.7541
      27,          0.433333,      0.1229,      0.0618,      0.1262,      0.2032,      0.0815,      0.0163,      0.0357,      0.0146,     -0.0163,      0.0006,      0.0192,      0.0043,      0.0311,      0.0922,      0.0330,      0.1797,      0.2373,      0.2203,      0.1693,      0.3974,      1.0967,      9.8079
      28,          0.450000,      0.1219,      0.0518,      0.1078,      0.1940,      0.0796,      0.0140,      0.0291,      0.0117,     -0.0123,      0.0006,      0.0147,      0.0046,      0.0275,      0.0841,      0.0293,      0.1635,      0.2320,      0.2182,      0.1653,      0.4213,     -0.2984,     10.9635
      29,          0.466667,      0.1206,      0.0448,      0.0944,      0.1815,      0.0772,      0.0107,      0.0209,      0.0082,     -0.0105,      0.0005,      0.0126,      0.0041,      0.0233,      0.0749,      0.0249,      0.1470,      0.2252,      0.2148,      0.1605,      0.4427,      5.7575,     12.4207
      30,          0.483333,      0.1192,      0.0403,      0.0873,      0.1664,      0.0746,      0.0067,      0.0119,      0.0046,     -0.0095,      0.0005,      0.0116,      0.0026,      0.0196,      0.0662,      0.0211,      0.1322,      0.2174,      0.2111,      0.1547,      0.4605,      7.3731,     14.1092
      31,          0.500000,      0.1172,      0.0347,      0.0796,      0.1507,      0.0708,      0.0022,      0.0039,      0.0018,     -0.0081,      0.0004,      0.0097,      0.0022,      0.0167,      0.0585,      0.0182,      0.1200,      0.2081,      0.2063,      0.1478,      0.4762,      8.6645,     15.9267
      32,          0.516667,      0.1147,      0.0301,      0.0711,      0.1365,      0.0665,     -0.0014,     -0.0019,      0.0000,     -0.0065,      0.0004,      0.0081,      0.0020,      0.0148,      0.0531,      0.0161,      0.1109,      0.1982,      0.1999,      0.1390,      0.4910,      6.2680,     17.8159
      33,          0.533333,      0.1124,      0.0248,      0.0609,      0.1213,      0.0626,     -0.0066,     -0.0091,     -0.0019,     -0.0048,      0.0004,      0.0066,      0.0019,      0.0134,      0.0485,      0.0146,      0.1029,      0.1872,      0.1941,      0.1311,      0.5035,      7.1114,     20.4574
      34,          0.550000,      0.1100,      0.0201,      0.0510,      0.1059,      0.0587,     -0.0123,     -0.0168,     -0.0038,     -0.0032,      0.0003,      0.0047,      0.0022,      0.0121,      0.0441,      0.0133,      0.0958,      0.1757,      0.1884,      0.1233,      0.5147,      8.2451,     24.2059
      35,          0.566667,      0.1075,      0.0157,      0.0413,      0.0904,      0.0545,     -0.0180,     -0.0234,     -0.0066,     -0.0021,      0.0003,      0.0034,      0.0021,      0.0108,      0.0403,      0.0120,      0.0884,      0.1643,      0.1826,      0.1144,      0.5244,      9.3170,     28.4598
      36,          0.583333,      0.1049,      0.0126,      0.0340,      0.0767,      0.0497,     -0.0235,     -0.0272,     -0.0086,     -0.0011,      0.0003,      0.0025,      0.0021,      0.0096,      0.0361,      0.0105,      0.0819,      0.1528,      0.1765,      0.1037,      0.5328,     10.7409,     31.4772
      37,          0.600000,      0.1020,      0.0079,      0.0237,      0.0569,      0.0413,     -0.0285,     -0.0290,     -0.0097,     -0.0001,      0.0003,      0.0013,      0.0019,      0.0082,      0.0322,      0.0091,      0.0756,      0.1409,      0.1698,      0.0865,      0.5393,     12.2147,     34.2756
      38,          0.616667,      0.0987,      0.0050,      0.0160,      0.0407,      0.0328,     -0.0324,     -0.0254,     -0.0091,      0.0000,      0.0003,      0.0012,      0.0016,      0.0071,      0.0286,      0.0079,      0.0679,      0.1295,      0.1624,      0.0670,      0.5450,     13.8318,     36.7033
      39,          0.633333,      0.0955,      0.0030,      0.0105,      0.0282,      0.0249,     -0.0348,     -0.0197,     -0.0063,      0.0001,      0.0003,      0.0011,      0.0010,      0.0056,      0.0249,      0.0064,      0.0609,      0.1192,      0.1545,      0.0487,      0.5484,     16.0632,     38.7999
      40,          0.650000,      0.0918,      0.0017,      0.0067,      0.0197,      0.0184,     -0.0361,     -0.0131,     -0.0037,      0.0003,      0.0002,      0.0007,      0.0009,      0.0046,      0.0219,      0.0054,      0.0542,      0.1094,      0.1459,      0.0336,      0.5507,     18.5766,     40.6856
      41,          0.666667,      0.0879,      0.0008,      0.0041,      0.0133,      0.0132,     -0.0359,     -0.0081,     -0.0021,      0.0004,      0.0002,      0.0007,      0.0006,      0.0037,      0.0191,      0.0045,      0.0483,      0.1005,      0.1370,      0.0222,      0.5522,     21.4767,     42.4257
      42,          0.683333,      0.0838,      0.0003,      0.0023,      0.0087,      0.0094,     -0.0345,     -0.0055,     -0.0012,      0.0005,      0.0002,      0.0005,      0.0004,      0.0029,      0.0163,      0.0036,      0.0426,      0.0919,      0.1269,      0.0149,      0.5522,     24.2749,     44.0427
      43,          0.700000,      0.0788,      0.0000,      0.0011,      0.0057,      0.0068,     -0.0319,     -0.0034,     -0.0005,      0.0004,      0.0002,      0.0005,      0.0002,      0.0024,      0.0143,      0.0030,      0.0382,      0.0834,      0.1151,      0.0099,      0.5512,     26.8121,     45.2932
      44,          0.716667,      0.0725,      0.0000,      0.0005,      0.0038,      0.0051,     -0.0278,     -0.0024,     -0.0004,      0.0004,      0.0002,      0.0005,      0.0000,      0.0017,      0.0123,      0.0024,      0.0336,      0.0759,      0.1024,      0.0070,      0.5493,     29.3577,     46.1095
      45,          0.733333,      0.0656,      0.0000,      0.0004,      0.0029,      0.0037,     -0.0248,     -0.0014,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0011,      0.0095,      0.0017,      0.0271,      0.0624,      0.0877,      0.0050,      0.5467,     31.6757,     46.6172
      46,          0.750000,      0.0588,      0.0000,      0.0001,      0.0023,      0.0029,     -0.0214,     -0.0008,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0005,      0.0075,      0.0011,      0.0222,      0.0525,      0.0743,      0.0038,      0.5434,     34.0177,     46.9292
      47,          0.766667,      0.0524,      0.0000,      0.0000,      0.0013,      0.0022,     -0.0184,     -0.0010,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0001,      0.0056,      0.0007,      0.0178,      0.0439,      0.0628,      0.0031,      0.5388,     36.5767,     47.1262
      48,          0.783333,      0.0458,      0.0000,      0.0000,      0.0011,      0.0016,     -0.0159,     -0.0004,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0040,      0.0005,      0.0140,      0.0359,      0.0522,      0.0021,      0.5332,     39.5962,     47.2381
      49,          0.800000,      0.0395,      0.0000,      0.0000,      0.0006,      0.0010,     -0.0129,     -0.0005,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0030,      0.0005,      0.0108,      0.0292,      0.0426,      0.0016,      0.5272,     43.2303,     47.3054
      50,          0.816667,      0.0333,      0.0000,      0.0000,      0.0002,      0.0009,     -0.0105,     -0.0001,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0021,      0.0005,      0.0082,      0.0235,      0.0345,      0.0009,      0.5204,     47.3429,     47.3556
      51,          0.833333,      0.0278,      0.0000,      0.0000,      0.0004,      0.0004,     -0.0085,      0.0000,      0.0000,      0.0003,      0.0002,      0.0003,      0.0000,      0.0000,      0.0014,      0.0005,      0.0062,      0.0188,      0.0278,      0.0009,      0.5134,     51.0924,     47.3923
      52,          0.850000,      0.0227,      0.0000,      0.0000,      0.0000,      0.0005,     -0.0065,      0.0000,      0.0000,      0.0003,      0.0002,      0.0003,      0.0000,     -0.0001,      0.0008,      0.0003,      0.0044,      0.0149,      0.0218,      0.0009,      0.5052,     54.2308,     47.4204
      53,          0.866667,      0.0184,      0.0000,      0.0000,      0.0000,      0.0003,     -0.0052,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0003,      0.0003,      0.0030,      0.0113,      0.0170,      0.0001,      0.4965,     56.7279,     47.4376
      54,          0.883333,      0.0146,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0039,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0019,      0.0090,      0.0133,      0.0006,      0.4875,     58.7653,     47.4500
      55,          0.900000,      0.0114,      0.0000,      0.0000,      0.0000,      0.0005,     -0.0027,      0.0000,      0.0000,      0.0002,      0.0001,      0.0004,      0.0000,     -0.0003,      0.0000,      0.0001,      0.0014,      0.0068,      0.0100,      0.0001,      0.4780,     60.4755,     47.4599
      56,          0.916667,      0.0088,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0020,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0009,      0.0054,      0.0078,      0.0005,      0.4683,     61.9663,     47.4687
      57,          0.933333,      0.0068,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0014,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0005,      0.0040,      0.0058,      0.0012,      0.4582,     63.2604,     47.4754
      58,          0.950000,      0.0049,      0.0000,      0.0000,      0.0000,      0.0003,     -0.0009,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0002,      0.0030,      0.0043,      0.0000,      0.4477,     64.4252,     47.4767
      59,          0.966667,      0.0035,      0.0000,      0.0000,      0.0000,      0.0003,     -0.0007,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0020,      0.0030,      0.0000,      0.4371,     65.4692,     47.4755
      60,          0.983333,      0.0025,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0015,      0.0022,      0.0000,      0.4262,     66.4123,     47.4730
      61,          1.000000,      0.0020,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0013,      0.0017,      0.0004,      0.4160,     67.2742,     47.4699
      62,          1.016667,      0.0014,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0009,      0.0012,      0.0010,      0.4036,     68.0616,     47.4648
      63,          1.033333,      0.0009,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0005,      0.0008,      0.0012,      0.3933,     68.7824,     47.4527
      64,          1.050000,      0.0005,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0002,      0.0005,      0.0012,      0.3820,     69.4299,     47.4374
      65,          1.066667,      0.0003,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0001,      0.0004,      0.0013,      0.3710,     70.0015,     47.4204
      66,          1.083333,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0004,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0012,      0.3603,     70.4463,     47.4026
      67,          1.100000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0005,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0010,      0.3495,     70.7469,     47.3812
      68,          1.116667,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0009,      0.3389,     70.9230,     47.3428
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0005,      0.3281,     71.0172,     47.2993
      70,          1.150000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.3181,     71.0594,     47.2452
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.3082,     71.0724,     47.1892
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,     -0.0001,      0.2984,     71.0668,     47.1305
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0000,      0.2889,     71.0513,     47.0664
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0004,      0.2798,     71.0302,     46.9997
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0007,      0.2709,     71.0082,     46.9302
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2624,     70.9872,     46.8585
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.2541,     70.9663,     46.7835
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.2461,     70.9461,     46.6954
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0002,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0007,      0.2385,     70.9257,     46.5987
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2313,     70.9050,     46.4946
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2244,     70.8771,     46.3842
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0004,      0.2179,     70.8428,     46.2680
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.2115,     70.8001,     46.1470
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2053,     70.7457,     46.0187
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0004,      0.1994,     70.6842,     45.8827
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.1937,     70.6092,     45.7397
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.1883,     70.5194,     45.5852
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0006,      0.1831,     70.4086,     45.4282
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1782,     70.2673,     45.2592
      90,          1.483333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.1735,     70.0834,     45.0770
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0003,      0.1691,     69.8489,     44.8815
