RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\48hr-areal-example\Fig6_7_ aep20_du72hourtp3.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     3.000,    0.0000
     2,     6.000,    0.0000
     3,     9.000,    0.0000
     4,    12.000,    0.0000
     5,    15.000,    0.0000
     6,    18.000,    0.5852
     7,    21.000,    6.2646
     8,    24.000,   17.2114
     9,    27.000,   22.0282
    10,    30.000,   24.8013
    11,    33.000,   28.1809
    12,    36.000,   21.8577
    13,    39.000,   11.8612
    14,    42.000,    6.0630
    15,    45.000,    3.1498
    16,    48.000,    4.2108
    17,    51.000,    8.5255
    18,    54.000,    9.0465
    19,    57.000,    5.7831
    20,    60.000,    3.3906
    21,    63.000,    1.9409
    22,    66.000,    1.1652
    23,    69.000,    0.7550
    24,    72.000,    0.5018
    25,    75.000,    0.3465
    26,    78.000,    0.2456
    27,    81.000,    0.1782
    28,    84.000,    0.1320
    29,    87.000,    0.0995
    30,    90.000,    0.0762
    31,    93.000,    0.0592
    32,    96.000,    0.0466
    33,    99.000,    0.0371
    34,   102.000,    0.0298
    35,   105.000,    0.0242
    36,   108.000,    0.0198
    37,   111.000,    0.0163
    38,   114.000,    0.0136
    39,   117.000,    0.0114
    40,   120.000,    0.0096
    41,   123.000,    0.0081
    42,   126.000,    0.0069
    43,   129.000,    0.0059
    44,   132.000,    0.0051
    45,   135.000,    0.0044
    46,   138.000,    0.0038
    47,   141.000,    0.0033
    48,   144.000,    0.0029
    49,   147.000,    0.0025
    50,   150.000,    0.0022
    51,   153.000,    0.0020
    52,   156.000,    0.0018
    53,   159.000,    0.0016
    54,   162.000,    0.0014
    55,   165.000,    0.0012
    56,   168.000,    0.0011
    57,   171.000,    0.0010
    58,   174.000,    0.0009
    59,   177.000,    0.0008
    60,   180.000,    0.0007
    61,   183.000,    0.0007
    62,   186.000,    0.0006
    63,   189.000,    0.0005
    64,   192.000,    0.0005
    65,   195.000,    0.0005
    66,   198.000,    0.0004
    67,   201.000,    0.0004
    68,   204.000,    0.0003
    69,   207.000,    0.0003
    70,   210.000,    0.0003
    71,   213.000,    0.0003
    72,   216.000,    0.0002
    73,   219.000,    0.0002
    74,   222.000,    0.0002
    75,   225.000,    0.0002
    76,   228.000,    0.0002
    77,   231.000,    0.0002
    78,   234.000,    0.0002
    79,   237.000,    0.0001
    80,   240.000,    0.0001
    81,   243.000,    0.0001
    82,   246.000,    0.0001
    83,   249.000,    0.0001
    84,   252.000,    0.0001
    85,   255.000,    0.0001
    86,   258.000,    0.0001
    87,   261.000,    0.0001
    88,   264.000,    0.0001
    89,   267.000,    0.0001
    90,   270.000,    0.0001
    91,   273.000,    0.0001
    92,   276.000,    0.0001
    93,   279.000,    0.0001
    94,   282.000,    0.0001
    95,   285.000,    0.0001
    96,   288.000,    0.0000
    97,   291.000,    0.0000
    98,   294.000,    0.0000
    99,   297.000,    0.0000
   100,   300.000,    0.0000
   101,   303.000,    0.0000
   102,   306.000,    0.0000
   103,   309.000,    0.0000
   104,   312.000,    0.0000
   105,   315.000,    0.0000
   106,   318.000,    0.0000
   107,   321.000,    0.0000
   108,   324.000,    0.0000
   109,   327.000,    0.0000
   110,   330.000,    0.0000
   111,   333.000,    0.0000
   112,   336.000,    0.0000
   113,   339.000,    0.0000
   114,   342.000,    0.0000
   115,   345.000,    0.0000
   116,   348.000,    0.0000
   117,   351.000,    0.0000
   118,   354.000,    0.0000
   119,   357.000,    0.0000
   120,   360.000,    0.0000
   121,   363.000,    0.0000
   122,   366.000,    0.0000
   123,   369.000,    0.0000
   124,   372.000,    0.0000
   125,   375.000,    0.0000
   126,   378.000,    0.0000
   127,   381.000,    0.0000
   128,   384.000,    0.0000
   129,   387.000,    0.0000
   130,   390.000,    0.0000
   131,   393.000,    0.0000
   132,   396.000,    0.0000
   133,   399.000,    0.0000
   134,   402.000,    0.0000
   135,   405.000,    0.0000
   136,   408.000,    0.0000
   137,   411.000,    0.0000
   138,   414.000,    0.0000
   139,   417.000,    0.0000
   140,   420.000,    0.0000
   141,   423.000,    0.0000
   142,   426.000,    0.0000
   143,   429.000,    0.0000
   144,   432.000,    0.0000
   145,   435.000,    0.0000
   146,   438.000,    0.0000
   147,   441.000,    0.0000
   148,   444.000,    0.0000
   149,   447.000,    0.0000
   150,   450.000,    0.0000
   151,   453.000,    0.0000
   152,   456.000,    0.0000
   153,   459.000,    0.0000
   154,   462.000,    0.0000
   155,   465.000,    0.0000
   156,   468.000,    0.0000
   157,   471.000,    0.0000
   158,   474.000,    0.0000
   159,   477.000,    0.0000
   160,   480.000,    0.0000
   161,   483.000,    0.0000
   162,   486.000,    0.0000
   163,   489.000,    0.0000
   164,   492.000,    0.0000
   165,   495.000,    0.0000
