"EG12_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_002.tcf]","Time (h)","H FC01.1_R.1 [EG12_002]","H FC01.1_R.2 [EG12_002]","H FC01.2_R.1 [EG12_002]","H FC01.2_R.2 [EG12_002]","H FC04.1_C.1 [EG12_002]","H FC04.1_C.2 [EG12_002]","H OC999.8 [EG12_002]","H OC999.9 [EG12_002]"
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.6072
      33,          0.533333,     47.1748,     45.8126,     37.9154,     37.8906,     43.3490,     42.7490,     42.3000,     38.7421
      34,          0.550000,     47.3955,     45.9614,     38.0512,     38.0226,     43.3490,     42.7490,     42.3000,     38.8253
      35,          0.566667,     47.6475,     46.1224,     38.1640,     38.1308,     43.3490,     42.7490,     42.3000,     38.9061
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     42.3000,     38.9547
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     42.3000,     39.0304
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     42.3000,     39.1071
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     42.3000,     39.1757
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     42.3000,     39.2496
      41,          0.666667,     49.1397,     46.6501,     38.9690,     38.8820,     43.3490,     42.7490,     42.3000,     39.3563
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     42.3000,     39.4941
      43,          0.700000,     49.5245,     46.8061,     39.3931,     39.2225,     43.3490,     42.7490,     42.3000,     39.6482
      44,          0.716667,     49.6448,     46.9560,     39.6119,     39.3890,     43.3490,     42.7490,     42.3000,     39.8006
      45,          0.733333,     49.7222,     47.0987,     39.7996,     39.5263,     43.3490,     42.7490,     42.3000,     39.9418
      46,          0.750000,     49.7705,     47.2083,     39.9607,     39.6374,     43.3490,     42.7490,     42.3000,     40.0737
      47,          0.766667,     49.8011,     47.2798,     40.1108,     39.7313,     43.3490,     42.7490,     42.3000,     40.2060
      48,          0.783333,     49.8184,     47.3204,     40.2664,     39.8211,     43.3490,     42.7490,     42.3358,     40.3473
      49,          0.800000,     49.8290,     47.3432,     40.4412,     39.9097,     43.3490,     42.7490,     42.4095,     40.5120
      50,          0.816667,     49.8365,     47.3573,     40.6374,     40.0013,     43.3490,     42.7490,     42.4877,     40.7041
      51,          0.833333,     49.8421,     47.3674,     40.8483,     40.0932,     43.3490,     42.7490,     42.5615,     40.9173
      52,          0.850000,     49.8464,     47.3752,     41.0652,     40.1816,     43.3490,     42.7490,     42.6280,     41.1358
      53,          0.866667,     49.8490,     47.3804,     41.2651,     40.2606,     43.3490,     42.7490,     42.6893,     41.3369
      54,          0.883333,     49.8509,     47.3837,     41.4379,     40.3268,     43.3490,     42.7490,     42.7477,     41.5106
      55,          0.900000,     49.8524,     47.3863,     41.5808,     40.3806,     43.3490,     42.7490,     42.8074,     41.6551
      56,          0.916667,     49.8537,     47.3884,     41.6991,     40.4231,     43.3490,     42.7490,     42.8645,     41.7755
      57,          0.933333,     49.8548,     47.3903,     41.7988,     40.4568,     43.3490,     42.7490,     42.9163,     41.8771
      58,          0.950000,     49.8551,     47.3912,     41.8833,     40.4837,     43.3490,     42.7490,     42.9643,     41.9634
      59,          0.966667,     49.8550,     47.3913,     41.9560,     40.5054,     43.3490,     42.7490,     43.0103,     42.0374
      60,          0.983333,     49.8548,     47.3910,     42.0196,     40.5233,     43.3490,     42.7490,     43.0525,     42.1022
      61,          1.000000,     49.8544,     47.3905,     42.0770,     40.5383,     43.3490,     42.7490,     43.0906,     42.1604
      62,          1.016667,     49.8538,     47.3898,     42.1285,     40.5511,     43.3490,     42.7490,     43.1240,     42.2126
      63,          1.033333,     49.8521,     47.3880,     42.1752,     40.5622,     43.3490,     42.7490,     43.1532,     42.2597
      64,          1.050000,     49.8500,     47.3852,     42.2178,     40.5720,     43.3490,     42.7646,     43.1809,     42.3028
      65,          1.066667,     49.8477,     47.3819,     42.2588,     40.5810,     43.3490,     42.8032,     43.2152,     42.3441
      66,          1.083333,     49.8452,     47.3783,     42.2992,     40.5894,     43.3490,     42.8125,     43.2452,     42.3848
      67,          1.100000,     49.8423,     47.3743,     42.3367,     40.5972,     43.3490,     42.8262,     43.2758,     42.4226
      68,          1.116667,     49.8369,     47.3675,     42.3715,     40.6044,     43.3490,     42.8363,     43.3062,     42.4577
      69,          1.133333,     49.8305,     47.3584,     42.4037,     40.6109,     43.3490,     42.8480,     43.3349,     42.4901
      70,          1.150000,     49.8229,     47.3480,     42.4336,     40.6169,     43.3490,     42.8572,     43.3648,     42.5203
      71,          1.166667,     49.8151,     47.3366,     42.4607,     40.6223,     43.3490,     42.8664,     43.3923,     42.5476
      72,          1.183333,     49.8069,     47.3246,     42.4855,     40.6272,     43.3490,     42.8748,     43.4213,     42.5726
      73,          1.200000,     49.7979,     47.3115,     42.5075,     40.6316,     43.3490,     42.8812,     43.4481,     42.5948
      74,          1.216667,     49.7885,     47.2973,     42.5272,     40.6354,     43.3490,     42.8865,     43.4758,     42.6146
      75,          1.233333,     49.7788,     47.2826,     42.5444,     40.6388,     43.3490,     42.8921,     43.5026,     42.6320
      76,          1.250000,     49.7688,     47.2671,     42.5594,     40.6418,     43.3490,     42.8957,     43.5277,     42.6474
      77,          1.266667,     49.7583,     47.2515,     42.5723,     40.6443,     43.3490,     42.8989,     43.5506,     42.6606
      78,          1.283333,     49.7459,     47.2333,     42.5831,     40.6465,     43.3490,     42.9015,     43.5693,     42.6717
      79,          1.300000,     49.7322,     47.2122,     42.5920,     40.6482,     43.3490,     42.9027,     43.5869,     42.6809
      80,          1.316667,     49.7176,     47.1894,     42.5989,     40.6497,     43.3490,     42.9030,     43.5999,     42.6881
      81,          1.333333,     49.7024,     47.1650,     42.6038,     40.6507,     43.3490,     42.9024,     43.6121,     42.6932
      82,          1.350000,     49.6864,     47.1396,     42.6065,     40.6514,     43.3490,     42.8995,     43.6203,     42.6963
      83,          1.366667,     49.6696,     47.1130,     42.6071,     40.6518,     43.3490,     42.8961,     43.6265,     42.6971
      84,          1.383333,     49.6519,     47.0847,     42.6056,     40.6517,     43.3490,     42.8902,     43.6305,     42.6958
      85,          1.400000,     49.6332,     47.0549,     42.6019,     40.6513,     43.3490,     42.8836,     43.6308,     42.6923
      86,          1.416667,     49.6134,     47.0248,     42.5959,     40.6504,     43.3490,     42.8765,     43.6319,     42.6865
      87,          1.433333,     49.5923,     46.9922,     42.5879,     40.6492,     43.3490,     42.8659,     43.6310,     42.6785
      88,          1.450000,     49.5705,     46.9602,     42.5778,     40.6477,     43.3490,     42.8549,     43.6316,     42.6684
      89,          1.466667,     49.5474,     46.9282,     42.5654,     40.6457,     43.3490,     42.8429,     43.6315,     42.6561
      90,          1.483333,     49.5225,     46.8969,     42.5510,     40.6433,     43.3490,     42.8289,     43.6311,     42.6417
      91,          1.500000,     49.4957,     46.8647,     42.5346,     40.6406,     43.3490,     42.8146,     43.6318,     42.6252
      92,          1.516667,     49.4665,     46.8332,     42.5162,     40.6375,     43.3490,     42.7984,     43.6309,     42.6069
      93,          1.533333,     49.4346,     46.8037,     42.4960,     40.6340,     43.3490,     42.7819,     43.6318,     42.5866
      94,          1.550000,     49.3983,     46.7790,     42.4739,     40.6302,     43.3490,     42.7649,     43.6312,     42.5644
      95,          1.566667,     49.3553,     46.7539,     42.4500,     40.6261,     43.3490,     42.7492,     43.6314,     42.5406
      96,          1.583333,     49.3043,     46.7405,     42.4245,     40.6215,     43.3490,     42.7490,     43.6317,     42.5149
      97,          1.600000,     49.2459,     46.7241,     42.3975,     40.6167,     43.3490,     42.7490,     43.6310,     42.4879
      98,          1.616667,     49.1842,     46.7114,     42.3694,     40.6115,     43.3490,     42.7490,     43.6319,     42.4597
      99,          1.633333,     49.1184,     46.6986,     42.3403,     40.6061,     43.3490,     42.7490,     43.6310,     42.4305
     100,          1.650000,     49.0486,     46.6848,     42.3105,     40.6005,     43.3490,     42.7490,     43.6317,     42.4006
     101,          1.666667,     48.9736,     46.6643,     42.2798,     40.5947,     43.3490,     42.7490,     43.6313,     42.3698
     102,          1.683333,     48.8940,     46.6499,     42.2483,     40.5887,     43.3490,     42.7490,     43.6312,     42.3382
     103,          1.700000,     48.8082,     46.6307,     42.2160,     40.5824,     43.3490,     42.7490,     43.6318,     42.3057
     104,          1.716667,     48.7157,     46.6097,     42.1827,     40.5759,     43.3490,     42.7490,     43.6309,     42.2722
     105,          1.733333,     48.6172,     46.5870,     42.1485,     40.5691,     43.3490,     42.7490,     43.6319,     42.2378
     106,          1.750000,     48.5122,     46.5621,     42.1131,     40.5619,     43.3490,     42.7490,     43.6311,     42.2022
     107,          1.766667,     48.4007,     46.5341,     42.0760,     40.5544,     43.3490,     42.7490,     43.6315,     42.1649
     108,          1.783333,     48.2869,     46.5030,     42.0375,     40.5465,     43.3490,     42.7490,     43.6316,     42.1261
     109,          1.800000,     48.1715,     46.4710,     41.9973,     40.5381,     43.3490,     42.7490,     43.6310,     42.0857
     110,          1.816667,     48.0531,     46.4364,     41.9552,     40.5292,     43.3490,     42.7490,     43.6318,     42.0432
     111,          1.833333,     47.9329,     46.3989,     41.9109,     40.5196,     43.3490,     42.7490,     43.6310,     41.9986
     112,          1.850000,     47.8117,     46.3584,     41.8640,     40.5094,     43.3490,     42.7490,     43.6318,     41.9513
     113,          1.866667,     47.6916,     46.3148,     41.8141,     40.4983,     43.3490,     42.7490,     43.6312,     41.9007
     114,          1.883333,     47.5810,     46.2631,     41.7607,     40.4862,     43.3490,     42.7490,     43.6314,     41.8467
     115,          1.900000,     47.4901,     46.2067,     41.7034,     40.4729,     43.3490,     42.7490,     43.6317,     41.7885
     116,          1.916667,     47.4118,     46.1525,     41.6418,     40.4583,     43.3490,     42.7490,     43.6310,     41.7259
     117,          1.933333,     47.3453,     46.1021,     41.5758,     40.4422,     43.3490,     42.7490,     43.6318,     41.6586
     118,          1.950000,     47.2890,     46.0570,     41.5051,     40.4242,     43.3490,     42.7490,     43.6311,     41.5867
     119,          1.966667,     47.2427,     46.0202,     41.4290,     40.4042,     43.3490,     42.7490,     43.6316,     41.5093
     120,          1.983333,     47.2039,     45.9888,     41.3465,     40.3818,     43.3490,     42.7490,     43.6314,     41.4251
     121,          2.000000,     47.1710,     45.9622,     41.2569,     40.3563,     43.3490,     42.7490,     43.6312,     41.3339
     122,          2.016667,     47.1430,     45.9397,     41.1587,     40.3267,     43.3490,     42.7490,     43.6318,     41.2337
     123,          2.033334,     47.1160,     45.9194,     41.0527,     40.2928,     43.3490,     42.7490,     43.6310,     41.1257
     124,          2.050000,     47.0898,     45.9002,     40.9377,     40.2533,     43.3490,     42.7490,     43.6318,     41.0087
     125,          2.066667,     47.0632,     45.8813,     40.8171,     40.2084,     43.3490,     42.7490,     43.6311,     40.8860
     126,          2.083333,     47.0361,     45.8622,     40.6939,     40.1580,     43.3490,     42.7490,     43.6315,     40.7616
     127,          2.100000,     47.0084,     45.8426,     40.5678,     40.1007,     43.3490,     42.7490,     43.6316,     40.6347
     128,          2.116667,     46.9797,     45.8223,     40.4420,     40.0369,     43.3490,     42.7490,     43.6311,     40.5092
     129,          2.133333,     46.9490,     45.8008,     40.3181,     39.9681,     43.3490,     42.7490,     43.6319,     40.3863
     130,          2.150000,     46.9165,     45.7782,     40.1981,     39.8966,     43.3490,     42.7490,     43.6310,     40.2684
     131,          2.166667,     46.8827,     45.7537,     40.0835,     39.8237,     43.3490,     42.7490,     43.6318,     40.1587
     132,          2.183333,     46.8498,     45.7268,     39.9767,     39.7514,     43.3490,     42.7490,     43.6313,     40.0597
     133,          2.200000,     46.8156,     45.7014,     39.8776,     39.6810,     43.3490,     42.7490,     43.6313,     39.9703
     134,          2.216667,     46.7873,     45.6770,     39.7886,     39.6148,     43.3490,     42.7490,     43.6317,     39.8916
     135,          2.233333,     46.7640,     45.6559,     39.7103,     39.5543,     43.3490,     42.7490,     43.6310,     39.8244
     136,          2.250000,     46.7439,     45.6373,     39.6406,     39.4994,     43.3490,     42.7490,     43.6319,     39.7650
     137,          2.266667,     46.7264,     45.6203,     39.5804,     39.4507,     43.3490,     42.7490,     43.6311,     39.7159
     138,          2.283334,     46.7108,     45.6052,     39.5290,     39.4086,     43.3490,     42.7490,     43.6316,     39.6747
     139,          2.300000,     46.6944,     45.5908,     39.4831,     39.3707,     43.3490,     42.7490,     43.6315,     39.6383
     140,          2.316667,     46.6785,     45.5769,     39.4412,     39.3359,     43.3490,     42.7490,     43.6312,     39.6045
     141,          2.333333,     46.6610,     45.5626,     39.4034,     39.3042,     43.3490,     42.7490,     43.6317,     39.5724
     142,          2.350000,     46.6427,     45.5477,     39.3687,     39.2751,     43.3490,     42.7490,     43.6310,     39.5430
     143,          2.366667,     46.6275,     45.5340,     39.3366,     39.2479,     43.3490,     42.7490,     43.6318,     39.5163
     144,          2.383333,     46.6098,     45.5187,     39.3081,     39.2234,     43.3490,     42.7490,     43.6312,     39.4943
     145,          2.400000,     46.5944,     45.5036,     39.2814,     39.2006,     43.3490,     42.7490,     43.6315,     39.4708
     146,          2.416667,     46.5790,     45.4878,     39.2557,     39.1787,     43.3490,     42.7490,     43.6316,     39.4467
     147,          2.433333,     46.5650,     45.4741,     39.2309,     39.1575,     43.3490,     42.7490,     43.6311,     39.4249
     148,          2.450000,     46.5528,     45.4621,     39.2071,     39.1370,     43.3490,     42.7490,     43.6318,     39.4050
     149,          2.466667,     46.5406,     45.4504,     39.1848,     39.1176,     43.3490,     42.7490,     43.6310,     39.3862
     150,          2.483333,     46.5252,     45.4374,     39.1630,     39.0985,     43.3490,     42.7490,     43.6317,     39.3650
     151,          2.500000,     46.5078,     45.4226,     39.1424,     39.0804,     43.3490,     42.7490,     43.6313,     39.3483
     152,          2.516667,     46.4903,     45.4072,     39.1226,     39.0631,     43.3490,     42.7490,     43.6313,     39.3333
     153,          2.533334,     46.4722,     45.3915,     39.1035,     39.0463,     43.3490,     42.7490,     43.6317,     39.3177
     154,          2.550000,     46.4558,     45.3760,     39.0851,     39.0299,     43.3490,     42.7490,     43.6310,     39.3028
     155,          2.566667,     46.4384,     45.3607,     39.0678,     39.0145,     43.3490,     42.7490,     43.6318,     39.2895
     156,          2.583333,     46.4194,     45.3440,     39.0500,     38.9986,     43.3490,     42.7490,     43.6311,     39.2759
     157,          2.600000,     46.3985,     45.3261,     39.0340,     38.9841,     43.3490,     42.7490,     43.6316,     39.2627
     158,          2.616667,     46.3792,     45.3084,     39.0109,     38.9632,     43.3490,     42.7490,     43.6315,     39.2469
     159,          2.633333,     46.3622,     45.2915,     38.9912,     38.9455,     43.3490,     42.7490,     43.6311,     39.2325
     160,          2.650000,     46.3478,     45.2759,     38.9721,     38.9283,     43.3490,     42.7490,     43.6318,     39.2194
     161,          2.666667,     46.3309,     45.2609,     38.9528,     38.9109,     43.3490,     42.7490,     43.6310,     39.2068
     162,          2.683333,     46.3149,     45.2458,     38.9338,     38.8936,     43.3490,     42.7490,     43.6317,     39.1943
     163,          2.700000,     46.2997,     45.2307,     38.9141,     38.8758,     43.3490,     42.7490,     43.6312,     39.1809
     164,          2.716667,     46.2831,     45.2155,     38.8938,     38.8572,     43.3490,     42.7490,     43.6314,     39.1677
     165,          2.733334,     46.2655,     45.1993,     38.8737,     38.8387,     43.3490,     42.7490,     43.6316,     39.1561
     166,          2.750000,     46.2475,     45.1830,     38.8532,     38.8198,     43.3490,     42.7490,     43.6311,     39.1442
     167,          2.766667,     46.2286,     45.1659,     38.8339,     38.8019,     43.3490,     42.7490,     43.6318,     39.1322
     168,          2.783334,     46.2127,     45.1500,     38.8137,     38.7837,     43.3490,     42.7490,     43.6311,     39.1201
     169,          2.800000,     46.1911,     45.1300,     38.7938,     38.7654,     43.3490,     42.7490,     43.6316,     39.1133
     170,          2.816667,     46.1682,     45.1071,     38.7688,     38.7412,     43.3490,     42.7490,     43.6313,     39.0970
     171,          2.833333,     46.1452,     45.0835,     38.7334,     38.7418,     43.3490,     42.7490,     43.6313,     39.0851
     172,          2.850000,     46.1217,     45.0563,     38.7722,     38.6768,     43.3490,     42.7490,     43.6317,     39.0766
     173,          2.866667,     46.0977,     45.0260,     38.6943,     38.7073,     43.3490,     42.7490,     43.6310,     39.0672
     174,          2.883333,     46.0740,     44.9933,     38.6800,     38.6824,     43.3490,     42.7490,     43.6318,     39.0578
     175,          2.900000,     46.0493,     44.9572,     38.6530,     38.6701,     43.3490,     42.7490,     43.6311,     39.0472
     176,          2.916667,     46.0251,     44.9211,     38.6397,     38.6403,     43.3490,     42.7490,     43.6315,     39.0366
     177,          2.933333,     46.0000,     44.8835,     38.6874,     38.5614,     43.3490,     42.7490,     43.6315,     39.0264
     178,          2.950000,     45.9769,     44.8497,     38.5876,     38.6072,     43.3490,     42.7490,     43.6311,     39.0171
     179,          2.966667,     45.9546,     44.8187,     38.6131,     38.5464,     43.3490,     42.7490,     43.6318,     39.0092
     180,          2.983334,     45.9355,     44.7903,     38.5877,     38.5247,     43.3490,     42.7490,     43.6310,     38.9972
     181,          3.000000,     45.9156,     44.7620,     38.5757,     38.4983,     43.3490,     42.7490,     43.6317,     38.9887
