"EG12_001 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_001.tcf]","Time (h)","H FC01.1_R.1 [EG12_001]","H FC01.1_R.2 [EG12_001]","H FC01.2_R.1 [EG12_001]","H FC01.2_R.2 [EG12_001]","H FC04.1_C.1 [EG12_001]","H FC04.1_C.2 [EG12_001]","H OC999.8 [EG12_001]","H OC999.9 [EG12_001]"
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.6072
      33,          0.533333,     47.1748,     45.8126,     37.9154,     37.8906,     43.3490,     42.7490,     42.3000,     38.7421
      34,          0.550000,     47.3955,     45.9614,     38.0512,     38.0226,     43.3490,     42.7490,     42.3000,     38.8253
      35,          0.566667,     47.6475,     46.1224,     38.1640,     38.1308,     43.3490,     42.7490,     42.3000,     38.9061
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     42.3000,     38.9547
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     42.3000,     39.0304
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     42.3000,     39.1071
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     42.3000,     39.1757
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     42.3000,     39.2496
      41,          0.666667,     49.1397,     46.6501,     38.9690,     38.8820,     43.3490,     42.7490,     42.3000,     39.3563
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     42.3000,     39.4941
      43,          0.700000,     49.5245,     46.8061,     39.3931,     39.2225,     43.3490,     42.7490,     42.3000,     39.6482
      44,          0.716667,     49.6448,     46.9560,     39.6119,     39.3890,     43.3490,     42.7490,     42.3000,     39.8006
      45,          0.733333,     49.7222,     47.0987,     39.7996,     39.5263,     43.3490,     42.7490,     42.3000,     39.9418
      46,          0.750000,     49.7705,     47.2083,     39.9612,     39.6375,     43.3490,     42.7490,     42.3000,     40.0747
      47,          0.766667,     49.8011,     47.2798,     40.1132,     39.7323,     43.3490,     42.7490,     42.3000,     40.2091
      48,          0.783333,     49.8184,     47.3204,     40.2710,     39.8230,     43.3490,     42.7490,     42.3000,     40.3529
      49,          0.800000,     49.8290,     47.3432,     40.4481,     39.9125,     43.3490,     42.7490,     42.3000,     40.5200
      50,          0.816667,     49.8365,     47.3573,     40.6464,     40.0048,     43.3490,     42.7490,     42.3000,     40.7145
      51,          0.833333,     49.8421,     47.3674,     40.8593,     40.0973,     43.3490,     42.7490,     42.3000,     40.9297
      52,          0.850000,     49.8464,     47.3752,     41.0783,     40.1862,     43.3490,     42.7490,     42.3000,     41.1505
      53,          0.866667,     49.8490,     47.3804,     41.2790,     40.2653,     43.3490,     42.7490,     42.3000,     41.3526
      54,          0.883333,     49.8509,     47.3837,     41.4521,     40.3313,     43.3490,     42.7490,     42.3000,     41.5274
      55,          0.900000,     49.8524,     47.3863,     41.5956,     40.3850,     43.3490,     42.7490,     42.3000,     41.6732
      56,          0.916667,     49.8537,     47.3884,     41.7145,     40.4273,     43.3490,     42.7490,     42.3000,     41.7943
      57,          0.933333,     49.8548,     47.3903,     41.8145,     40.4609,     43.3490,     42.7490,     42.3000,     41.8963
      58,          0.950000,     49.8551,     47.3912,     41.8992,     40.4876,     43.3490,     42.7490,     42.3000,     41.9827
      59,          0.966667,     49.8550,     47.3913,     41.9720,     40.5093,     43.3490,     42.7490,     42.3000,     42.0569
      60,          0.983333,     49.8548,     47.3911,     42.0360,     40.5270,     43.3490,     42.7490,     42.3000,     42.1220
      61,          1.000000,     49.8544,     47.3905,     42.0935,     40.5420,     43.3490,     42.7490,     42.3000,     42.1803
      62,          1.016667,     49.8538,     47.3898,     42.1452,     40.5547,     43.3490,     42.7490,     42.3000,     42.2322
      63,          1.033333,     49.8521,     47.3880,     42.1918,     40.5658,     43.3490,     42.7490,     42.3066,     42.2790
      64,          1.050000,     49.8500,     47.3852,     42.2343,     40.5754,     43.3490,     42.7684,     42.3667,     42.3215
      65,          1.066667,     49.8477,     47.3819,     42.2751,     40.5843,     43.3490,     42.8070,     42.4435,     42.3623
      66,          1.083333,     49.8452,     47.3783,     42.3152,     40.5926,     43.3490,     42.8163,     42.5202,     42.4023
      67,          1.100000,     49.8423,     47.3743,     42.3523,     40.6003,     43.3490,     42.8306,     42.5908,     42.4394
      68,          1.116667,     49.8369,     47.3675,     42.3866,     40.6073,     43.3490,     42.8412,     42.6549,     42.4737
      69,          1.133333,     49.8305,     47.3584,     42.4183,     40.6137,     43.3490,     42.8532,     42.7144,     42.5054
      70,          1.150000,     49.8229,     47.3480,     42.4475,     40.6195,     43.3490,     42.8633,     42.7738,     42.5346
      71,          1.166667,     49.8151,     47.3366,     42.4739,     40.6248,     43.3490,     42.8725,     42.8321,     42.5609
      72,          1.183333,     49.8069,     47.3246,     42.4981,     40.6296,     43.3490,     42.8812,     42.8872,     42.5853
      73,          1.200000,     49.7979,     47.3115,     42.5197,     40.6339,     43.3490,     42.8869,     42.9370,     42.6071
      74,          1.216667,     49.7885,     47.2973,     42.5389,     40.6376,     43.3490,     42.8932,     42.9841,     42.6265
      75,          1.233333,     49.7788,     47.2826,     42.5557,     40.6409,     43.3490,     42.8981,     43.0285,     42.6434
      76,          1.250000,     49.7688,     47.2671,     42.5702,     40.6438,     43.3490,     42.9024,     43.0695,     42.6580
      77,          1.266667,     49.7583,     47.2515,     42.5826,     40.6462,     43.3490,     42.9052,     43.1055,     42.6704
      78,          1.283333,     49.7459,     47.2333,     42.5927,     40.6482,     43.3490,     42.9076,     43.1371,     42.6806
      79,          1.300000,     49.7323,     47.2122,     42.6009,     40.6499,     43.3490,     42.9087,     43.1647,     42.6888
      80,          1.316667,     49.7176,     47.1894,     42.6070,     40.6512,     43.3490,     42.9088,     43.1952,     42.6950
      81,          1.333333,     49.7024,     47.1650,     42.6110,     40.6521,     43.3490,     42.9079,     43.2290,     42.6990
      82,          1.350000,     49.6864,     47.1396,     42.6129,     40.6526,     43.3490,     42.9046,     43.2575,     42.7009
      83,          1.366667,     49.6696,     47.1130,     42.6124,     40.6528,     43.3490,     42.9002,     43.2896,     42.7005
      84,          1.383333,     49.6519,     47.0847,     42.6098,     40.6525,     43.3490,     42.8946,     43.3181,     42.6979
      85,          1.400000,     49.6332,     47.0549,     42.6049,     40.6519,     43.3490,     42.8869,     43.3483,     42.6931
      86,          1.416667,     49.6134,     47.0248,     42.5979,     40.6509,     43.3490,     42.8785,     43.3762,     42.6861
      87,          1.433333,     49.5923,     46.9922,     42.5888,     40.6495,     43.3490,     42.8676,     43.4053,     42.6771
      88,          1.450000,     49.5705,     46.9602,     42.5774,     40.6477,     43.3490,     42.8563,     43.4323,     42.6658
      89,          1.466667,     49.5474,     46.9282,     42.5640,     40.6455,     43.3490,     42.8435,     43.4606,     42.6524
      90,          1.483333,     49.5225,     46.8969,     42.5484,     40.6430,     43.3490,     42.8289,     43.4868,     42.6368
      91,          1.500000,     49.4957,     46.8647,     42.5309,     40.6401,     43.3490,     42.8137,     43.5149,     42.6192
      92,          1.516667,     49.4665,     46.8332,     42.5115,     40.6368,     43.3490,     42.7968,     43.5390,     42.6001
      93,          1.533333,     49.4346,     46.8037,     42.4903,     40.6331,     43.3490,     42.7798,     43.5627,     42.5791
      94,          1.550000,     49.3983,     46.7790,     42.4674,     40.6291,     43.3490,     42.7624,     43.5813,     42.5563
      95,          1.566667,     49.3553,     46.7539,     42.4428,     40.6248,     43.3490,     42.7490,     43.5987,     42.5319
      96,          1.583333,     49.3043,     46.7405,     42.4166,     40.6201,     43.3490,     42.7490,     43.6129,     42.5059
      97,          1.600000,     49.2459,     46.7241,     42.3891,     40.6152,     43.3490,     42.7490,     43.6238,     42.4786
      98,          1.616667,     49.1842,     46.7114,     42.3606,     40.6099,     43.3490,     42.7490,     43.6336,     42.4502
      99,          1.633333,     49.1183,     46.6986,     42.3312,     40.6044,     43.3490,     42.7490,     43.6390,     42.4209
     100,          1.650000,     49.0486,     46.6848,     42.3012,     40.5988,     43.3490,     42.7490,     43.6437,     42.3910
     101,          1.666667,     48.9736,     46.6643,     42.2705,     40.5929,     43.3490,     42.7490,     43.6443,     42.3604
     102,          1.683333,     48.8940,     46.6499,     42.2389,     40.5868,     43.3490,     42.7490,     43.6447,     42.3287
     103,          1.700000,     48.8082,     46.6308,     42.2066,     40.5805,     43.3490,     42.7490,     43.6450,     42.2962
     104,          1.716667,     48.7157,     46.6097,     42.1733,     40.5740,     43.3490,     42.7490,     43.6442,     42.2627
     105,          1.733333,     48.6173,     46.5870,     42.1390,     40.5671,     43.3490,     42.7490,     43.6453,     42.2282
     106,          1.750000,     48.5122,     46.5621,     42.1034,     40.5600,     43.3490,     42.7490,     43.6443,     42.1925
     107,          1.766667,     48.4007,     46.5341,     42.0663,     40.5524,     43.3490,     42.7490,     43.6450,     42.1551
     108,          1.783333,     48.2869,     46.5030,     42.0277,     40.5444,     43.3490,     42.7490,     43.6447,     42.1163
     109,          1.800000,     48.1715,     46.4709,     41.9874,     40.5360,     43.3490,     42.7490,     43.6445,     42.0757
     110,          1.816667,     48.0530,     46.4364,     41.9452,     40.5270,     43.3490,     42.7490,     43.6451,     42.0331
     111,          1.833333,     47.9329,     46.3989,     41.9007,     40.5174,     43.3490,     42.7490,     43.6442,     41.9883
     112,          1.850000,     47.8117,     46.3583,     41.8536,     40.5070,     43.3490,     42.7490,     43.6452,     41.9407
     113,          1.866667,     47.6916,     46.3147,     41.8035,     40.4958,     43.3490,     42.7490,     43.6444,     41.8900
     114,          1.883333,     47.5810,     46.2631,     41.7498,     40.4836,     43.3490,     42.7490,     43.6448,     41.8356
     115,          1.900000,     47.4901,     46.2067,     41.6921,     40.4702,     43.3490,     42.7490,     43.6450,     41.7771
     116,          1.916667,     47.4118,     46.1525,     41.6302,     40.4554,     43.3490,     42.7490,     43.6442,     41.7141
     117,          1.933333,     47.3453,     46.1021,     41.5640,     40.4391,     43.3490,     42.7490,     43.6453,     41.6467
     118,          1.950000,     47.2890,     46.0570,     41.4931,     40.4210,     43.3490,     42.7490,     43.6442,     41.5745
     119,          1.966667,     47.2427,     46.0202,     41.4167,     40.4008,     43.3490,     42.7490,     43.6450,     41.4967
     120,          1.983333,     47.2039,     45.9888,     41.3338,     40.3781,     43.3490,     42.7490,     43.6446,     41.4122
     121,          2.000000,     47.1710,     45.9622,     41.2437,     40.3522,     43.3490,     42.7490,     43.6445,     41.3204
     122,          2.016667,     47.1430,     45.9397,     41.1450,     40.3223,     43.3490,     42.7490,     43.6452,     41.2198
     123,          2.033334,     47.1160,     45.9194,     41.0383,     40.2879,     43.3490,     42.7490,     43.6442,     41.1110
     124,          2.050000,     47.0898,     45.9002,     40.9230,     40.2479,     43.3490,     42.7490,     43.6452,     40.9937
     125,          2.066667,     47.0632,     45.8813,     40.8022,     40.2024,     43.3490,     42.7490,     43.6444,     40.8715
     126,          2.083333,     47.0361,     45.8622,     40.6795,     40.1516,     43.3490,     42.7490,     43.6447,     40.7471
     127,          2.100000,     47.0084,     45.8426,     40.5540,     40.0937,     43.3490,     42.7490,     43.6449,     40.6211
     128,          2.116667,     46.9797,     45.8223,     40.4290,     40.0296,     43.3490,     42.7490,     43.6442,     40.4962
     129,          2.133333,     46.9490,     45.8008,     40.3057,     39.9607,     43.3490,     42.7490,     43.6453,     40.3740
     130,          2.150000,     46.9165,     45.7782,     40.1867,     39.8893,     43.3490,     42.7490,     43.6442,     40.2574
     131,          2.166667,     46.8827,     45.7537,     40.0732,     39.8167,     43.3490,     42.7490,     43.6450,     40.1491
     132,          2.183333,     46.8498,     45.7268,     39.9676,     39.7448,     43.3490,     42.7490,     43.6447,     40.0515
     133,          2.200000,     46.8156,     45.7014,     39.8697,     39.6751,     43.3490,     42.7490,     43.6445,     39.9634
     134,          2.216667,     46.7873,     45.6771,     39.7820,     39.6096,     43.3490,     42.7490,     43.6451,     39.8861
     135,          2.233333,     46.7640,     45.6559,     39.7051,     39.5500,     43.3490,     42.7490,     43.6442,     39.8201
     136,          2.250000,     46.7439,     45.6373,     39.6364,     39.4958,     43.3490,     42.7490,     43.6452,     39.7616
     137,          2.266667,     46.7264,     45.6204,     39.5773,     39.4480,     43.3490,     42.7490,     43.6444,     39.7135
     138,          2.283334,     46.7108,     45.6052,     39.5266,     39.4066,     43.3490,     42.7490,     43.6447,     39.6730
     139,          2.300000,     46.6944,     45.5908,     39.4813,     39.3691,     43.3490,     42.7490,     43.6449,     39.6370
     140,          2.316667,     46.6785,     45.5769,     39.4399,     39.3346,     43.3490,     42.7490,     43.6443,     39.6036
     141,          2.333333,     46.6610,     45.5626,     39.4024,     39.3033,     43.3490,     42.7490,     43.6452,     39.5716
     142,          2.350000,     46.6427,     45.5477,     39.3679,     39.2743,     43.3490,     42.7490,     43.6443,     39.5424
     143,          2.366667,     46.6275,     45.5340,     39.3361,     39.2473,     43.3490,     42.7490,     43.6450,     39.5148
     144,          2.383333,     46.6098,     45.5187,     39.3077,     39.2230,     43.3490,     42.7490,     43.6447,     39.4939
     145,          2.400000,     46.5944,     45.5036,     39.2810,     39.2003,     43.3490,     42.7490,     43.6445,     39.4705
     146,          2.416667,     46.5788,     45.4878,     39.2554,     39.1785,     43.3490,     42.7490,     43.6450,     39.4465
     147,          2.433333,     46.5650,     45.4741,     39.2306,     39.1572,     43.3490,     42.7490,     43.6443,     39.4247
     148,          2.450000,     46.5530,     45.4621,     39.2069,     39.1368,     43.3490,     42.7490,     43.6452,     39.4049
     149,          2.466667,     46.5406,     45.4504,     39.1847,     39.1175,     43.3490,     42.7490,     43.6444,     39.3860
     150,          2.483333,     46.5252,     45.4373,     39.1629,     39.0984,     43.3490,     42.7490,     43.6449,     39.3649
     151,          2.500000,     46.5078,     45.4226,     39.1422,     39.0803,     43.3490,     42.7490,     43.6449,     39.3482
     152,          2.516667,     46.4903,     45.4072,     39.1225,     39.0630,     43.3490,     42.7490,     43.6443,     39.3333
     153,          2.533334,     46.4722,     45.3916,     39.1034,     39.0462,     43.3490,     42.7490,     43.6452,     39.3177
     154,          2.550000,     46.4558,     45.3760,     39.0850,     39.0298,     43.3490,     42.7490,     43.6443,     39.3028
     155,          2.566667,     46.4384,     45.3607,     39.0677,     39.0144,     43.3490,     42.7490,     43.6450,     39.2894
     156,          2.583333,     46.4193,     45.3441,     39.0500,     38.9986,     43.3490,     42.7490,     43.6446,     39.2759
     157,          2.600000,     46.3984,     45.3262,     39.0339,     38.9841,     43.3490,     42.7490,     43.6446,     39.2626
     158,          2.616667,     46.3793,     45.3084,     39.0110,     38.9633,     43.3490,     42.7490,     43.6451,     39.2469
     159,          2.633333,     46.3621,     45.2915,     38.9912,     38.9455,     43.3490,     42.7490,     43.6442,     39.2326
     160,          2.650000,     46.3477,     45.2759,     38.9721,     38.9284,     43.3490,     42.7490,     43.6452,     39.2194
     161,          2.666667,     46.3310,     45.2608,     38.9529,     38.9109,     43.3490,     42.7490,     43.6444,     39.2068
     162,          2.683333,     46.3149,     45.2458,     38.9338,     38.8936,     43.3490,     42.7490,     43.6448,     39.1944
     163,          2.700000,     46.2998,     45.2308,     38.9142,     38.8758,     43.3490,     42.7490,     43.6449,     39.1809
     164,          2.716667,     46.2831,     45.2155,     38.8938,     38.8572,     43.3490,     42.7490,     43.6443,     39.1677
     165,          2.733334,     46.2655,     45.1993,     38.8737,     38.8387,     43.3490,     42.7490,     43.6452,     39.1560
     166,          2.750000,     46.2475,     45.1830,     38.8530,     38.8196,     43.3490,     42.7490,     43.6442,     39.1440
     167,          2.766667,     46.2289,     45.1660,     38.8337,     38.8017,     43.3490,     42.7490,     43.6450,     39.1320
     168,          2.783334,     46.2136,     45.1502,     38.8136,     38.7836,     43.3490,     42.7490,     43.6447,     39.1201
     169,          2.800000,     46.1916,     45.1302,     38.7937,     38.7653,     43.3490,     42.7490,     43.6446,     39.1132
     170,          2.816667,     46.1686,     45.1073,     38.7689,     38.7408,     43.3490,     42.7490,     43.6451,     39.0969
     171,          2.833333,     46.1454,     45.0837,     38.7393,     38.7406,     43.3490,     42.7490,     43.6442,     39.0870
     172,          2.850000,     46.1219,     45.0565,     38.7733,     38.6761,     43.3490,     42.7490,     43.6451,     39.0766
     173,          2.866667,     46.0978,     45.0262,     38.6943,     38.7075,     43.3490,     42.7490,     43.6444,     39.0672
     174,          2.883333,     46.0740,     44.9935,     38.6804,     38.6822,     43.3490,     42.7490,     43.6448,     39.0577
     175,          2.900000,     46.0494,     44.9573,     38.6532,     38.6697,     43.3490,     42.7490,     43.6449,     39.0471
     176,          2.916667,     46.0251,     44.9212,     38.6390,     38.6412,     43.3490,     42.7490,     43.6444,     39.0365
     177,          2.933333,     46.0001,     44.8836,     38.6911,     38.5579,     43.3490,     42.7490,     43.6452,     39.0263
     178,          2.950000,     45.9770,     44.8498,     38.5874,     38.6074,     43.3490,     42.7490,     43.6443,     39.0170
     179,          2.966667,     45.9547,     44.8187,     38.6104,     38.5489,     43.3490,     42.7490,     43.6450,     39.0089
     180,          2.983334,     45.9356,     44.7903,     38.5888,     38.5236,     43.3490,     42.7490,     43.6447,     38.9972
     181,          3.000000,     45.9157,     44.7621,     38.5745,     38.4995,     43.3490,     42.7490,     43.6445,     38.9887
