"EG12_013 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_013.tcf]","Time (h)","H FC01.1_R.1 [EG12_013]","H FC01.1_R.2 [EG12_013]","H FC01.2_R.1 [EG12_013]","H FC01.2_R.2 [EG12_013]","H FC04.1_C.1 [EG12_013]","H FC04.1_C.2 [EG12_013]","H OC999.8 [EG12_013]","H OC999.9 [EG12_013]"
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.6072
      33,          0.533333,     47.1748,     45.8126,     37.9154,     37.8906,     43.3490,     42.7490,     42.3000,     38.7421
      34,          0.550000,     47.3955,     45.9614,     38.0512,     38.0226,     43.3490,     42.7490,     42.3000,     38.8253
      35,          0.566667,     47.6475,     46.1224,     38.1640,     38.1308,     43.3490,     42.7490,     42.3000,     38.9061
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     42.3000,     38.9547
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     42.3000,     39.0304
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     42.3000,     39.1071
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     42.3000,     39.1757
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     42.3000,     39.2496
      41,          0.666667,     49.1397,     46.6501,     38.9690,     38.8820,     43.3490,     42.7490,     42.3000,     39.3563
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     42.3000,     39.4941
      43,          0.700000,     49.5245,     46.8061,     39.3931,     39.2225,     43.3490,     42.7490,     42.3000,     39.6482
      44,          0.716667,     49.6448,     46.9560,     39.6119,     39.3890,     43.3490,     42.7490,     42.3000,     39.8006
      45,          0.733333,     49.7222,     47.0987,     39.7996,     39.5263,     43.3490,     42.7490,     42.3000,     39.9418
      46,          0.750000,     49.7705,     47.2083,     39.9612,     39.6375,     43.3490,     42.7490,     42.3000,     40.0747
      47,          0.766667,     49.8011,     47.2798,     40.1132,     39.7323,     43.3490,     42.7490,     42.3000,     40.2091
      48,          0.783333,     49.8184,     47.3204,     40.2710,     39.8230,     43.3490,     42.7490,     42.3000,     40.3529
      49,          0.800000,     49.8290,     47.3432,     40.4481,     39.9125,     43.3490,     42.7490,     42.3000,     40.5200
      50,          0.816667,     49.8365,     47.3573,     40.6464,     40.0048,     43.3490,     42.7490,     42.3000,     40.7145
      51,          0.833333,     49.8421,     47.3674,     40.8593,     40.0973,     43.3490,     42.7490,     42.3000,     40.9297
      52,          0.850000,     49.8464,     47.3752,     41.0783,     40.1862,     43.3490,     42.7490,     42.3000,     41.1505
      53,          0.866667,     49.8490,     47.3804,     41.2790,     40.2653,     43.3490,     42.7490,     42.3000,     41.3526
      54,          0.883333,     49.8509,     47.3837,     41.4521,     40.3313,     43.3490,     42.7490,     42.3000,     41.5274
      55,          0.900000,     49.8524,     47.3863,     41.5956,     40.3850,     43.3490,     42.7490,     42.3000,     41.6732
      56,          0.916667,     49.8537,     47.3884,     41.7145,     40.4273,     43.3490,     42.7490,     42.3000,     41.7943
      57,          0.933333,     49.8548,     47.3903,     41.8145,     40.4609,     43.3490,     42.7490,     42.3000,     41.8963
      58,          0.950000,     49.8551,     47.3912,     41.8992,     40.4876,     43.3490,     42.7490,     42.3000,     41.9827
      59,          0.966667,     49.8550,     47.3913,     41.9720,     40.5093,     43.3490,     42.7490,     42.3000,     42.0569
      60,          0.983333,     49.8548,     47.3911,     42.0360,     40.5270,     43.3490,     42.7490,     42.3000,     42.1220
      61,          1.000000,     49.8544,     47.3905,     42.0935,     40.5420,     43.3490,     42.7490,     42.3000,     42.1803
      62,          1.016667,     49.8538,     47.3898,     42.1454,     40.5547,     43.3490,     42.7490,     42.3000,     42.2327
      63,          1.033333,     49.8521,     47.3880,     42.1923,     40.5658,     43.3490,     42.7490,     42.3000,     42.2800
      64,          1.050000,     49.8500,     47.3852,     42.2352,     40.5756,     43.3490,     42.7684,     42.3000,     42.3233
      65,          1.066667,     49.8477,     47.3819,     42.2765,     40.5845,     43.3490,     42.8071,     42.3000,     42.3649
      66,          1.083333,     49.8452,     47.3783,     42.3173,     40.5930,     43.3490,     42.8165,     42.3000,     42.4058
      67,          1.100000,     49.8422,     47.3743,     42.3551,     40.6008,     43.3490,     42.8309,     42.3000,     42.4439
      68,          1.116667,     49.8369,     47.3675,     42.3902,     40.6079,     43.3490,     42.8417,     42.3000,     42.4792
      69,          1.133333,     49.8305,     47.3584,     42.4227,     40.6145,     43.3490,     42.8540,     42.3000,     42.5119
      70,          1.150000,     49.8229,     47.3480,     42.4529,     40.6205,     43.3490,     42.8644,     42.3000,     42.5423
      71,          1.166667,     49.8151,     47.3366,     42.4803,     40.6259,     43.3490,     42.8740,     42.3000,     42.5699
      72,          1.183333,     49.8069,     47.3246,     42.5054,     40.6308,     43.3490,     42.8834,     42.3000,     42.5951
      73,          1.200000,     49.7979,     47.3115,     42.5279,     40.6352,     43.3490,     42.8896,     42.3000,     42.6178
      74,          1.216667,     49.7885,     47.2973,     42.5480,     40.6392,     43.3490,     42.8964,     42.3035,     42.6379
      75,          1.233333,     49.7788,     47.2826,     42.5656,     40.6426,     43.3490,     42.9023,     42.3104,     42.6557
      76,          1.250000,     49.7688,     47.2671,     42.5809,     40.6456,     43.3490,     42.9070,     42.3171,     42.6710
      77,          1.266667,     49.7583,     47.2515,     42.5940,     40.6482,     43.3490,     42.9107,     42.3236,     42.6842
      78,          1.283333,     49.7459,     47.2333,     42.6050,     40.6503,     43.3490,     42.9136,     42.3300,     42.6952
      79,          1.300000,     49.7322,     47.2122,     42.6139,     40.6521,     43.3490,     42.9156,     42.3362,     42.7041
      80,          1.316667,     49.7176,     47.1894,     42.6208,     40.6535,     43.3490,     42.9163,     42.3423,     42.7111
      81,          1.333333,     49.7024,     47.1650,     42.6256,     40.6546,     43.3490,     42.9159,     42.3482,     42.7159
      82,          1.350000,     49.6864,     47.1396,     42.6283,     40.6553,     43.3490,     42.9132,     42.3540,     42.7185
      83,          1.366667,     49.6696,     47.1130,     42.6286,     40.6555,     43.3490,     42.9095,     42.3597,     42.7189
      84,          1.383333,     49.6519,     47.0847,     42.6268,     40.6554,     43.3490,     42.9040,     42.3653,     42.7171
      85,          1.400000,     49.6332,     47.0549,     42.6227,     40.6549,     43.3490,     42.8978,     42.3708,     42.7131
      86,          1.416667,     49.6135,     47.0248,     42.6165,     40.6541,     43.3490,     42.8892,     42.3761,     42.7069
      87,          1.433333,     49.5923,     46.9922,     42.6081,     40.6528,     43.3490,     42.8806,     42.3814,     42.6987
      88,          1.450000,     49.5705,     46.9602,     42.5978,     40.6512,     43.3490,     42.8689,     42.3866,     42.6883
      89,          1.466667,     49.5475,     46.9282,     42.5852,     40.6492,     43.3490,     42.8562,     42.3918,     42.6758
      90,          1.483333,     49.5225,     46.8969,     42.5706,     40.6468,     43.3490,     42.8427,     42.3968,     42.6612
      91,          1.500000,     49.4957,     46.8647,     42.5540,     40.6441,     43.3490,     42.8277,     42.4018,     42.6446
      92,          1.516667,     49.4665,     46.8332,     42.5355,     40.6410,     43.3490,     42.8118,     42.4062,     42.6262
      93,          1.533333,     49.4346,     46.8037,     42.5152,     40.6375,     43.3490,     42.7945,     42.4096,     42.6058
      94,          1.550000,     49.3983,     46.7790,     42.4930,     40.6337,     43.3490,     42.7771,     42.4120,     42.5836
      95,          1.566667,     49.3553,     46.7539,     42.4691,     40.6296,     43.3490,     42.7596,     42.4134,     42.5597
      96,          1.583333,     49.3043,     46.7405,     42.4436,     40.6251,     43.3490,     42.7490,     42.4140,     42.5341
      97,          1.600000,     49.2459,     46.7241,     42.4167,     40.6202,     43.3490,     42.7490,     42.4140,     42.5071
      98,          1.616667,     49.1842,     46.7114,     42.3886,     40.6151,     43.3490,     42.7490,     42.4140,     42.4790
      99,          1.633333,     49.1184,     46.6986,     42.3596,     40.6098,     43.3490,     42.7490,     42.4140,     42.4499
     100,          1.650000,     49.0486,     46.6848,     42.3298,     40.6042,     43.3490,     42.7490,     42.4140,     42.4200
     101,          1.666667,     48.9736,     46.6643,     42.2992,     40.5985,     43.3490,     42.7490,     42.4140,     42.3893
     102,          1.683333,     48.8940,     46.6499,     42.2678,     40.5925,     43.3490,     42.7490,     42.4140,     42.3577
     103,          1.700000,     48.8082,     46.6307,     42.2356,     40.5863,     43.3490,     42.7490,     42.4140,     42.3253
     104,          1.716667,     48.7157,     46.6097,     42.2024,     40.5798,     43.3490,     42.7490,     42.4140,     42.2920
     105,          1.733333,     48.6172,     46.5870,     42.1683,     40.5731,     43.3490,     42.7490,     42.4140,     42.2577
     106,          1.750000,     48.5122,     46.5621,     42.1330,     40.5660,     43.3490,     42.7490,     42.4140,     42.2223
     107,          1.766667,     48.4007,     46.5341,     42.0963,     40.5586,     43.3490,     42.7490,     42.4140,     42.1854
     108,          1.783333,     48.2869,     46.5031,     42.0579,     40.5508,     43.3490,     42.7490,     42.4140,     42.1467
     109,          1.800000,     48.1715,     46.4709,     42.0179,     40.5425,     43.3490,     42.7490,     42.4140,     42.1065
     110,          1.816667,     48.0531,     46.4364,     41.9760,     40.5337,     43.3490,     42.7490,     42.4140,     42.0642
     111,          1.833333,     47.9329,     46.3989,     41.9321,     40.5243,     43.3490,     42.7490,     42.4140,     42.0200
     112,          1.850000,     47.8117,     46.3584,     41.8856,     40.5143,     43.3490,     42.7490,     42.4140,     41.9731
     113,          1.866667,     47.6916,     46.3148,     41.8362,     40.5034,     43.3490,     42.7490,     42.4140,     41.9231
     114,          1.883333,     47.5810,     46.2631,     41.7834,     40.4915,     43.3490,     42.7490,     42.4140,     41.8697
     115,          1.900000,     47.4901,     46.2067,     41.7267,     40.4785,     43.3490,     42.7490,     42.4140,     41.8122
     116,          1.916667,     47.4118,     46.1524,     41.6655,     40.4641,     43.3490,     42.7490,     42.4140,     41.7502
     117,          1.933333,     47.3453,     46.1021,     41.6001,     40.4483,     43.3490,     42.7490,     42.4140,     41.6835
     118,          1.950000,     47.2890,     46.0570,     41.5299,     40.4308,     43.3490,     42.7490,     42.4140,     41.6121
     119,          1.966667,     47.2427,     46.0202,     41.4545,     40.4113,     43.3490,     42.7490,     42.4140,     41.5353
     120,          1.983333,     47.2039,     45.9888,     41.3730,     40.3894,     43.3490,     42.7490,     42.4140,     41.4522
     121,          2.000000,     47.1710,     45.9622,     41.2844,     40.3645,     43.3490,     42.7490,     42.4140,     41.3619
     122,          2.016667,     47.1430,     45.9397,     41.1874,     40.3358,     43.3490,     42.7490,     42.4140,     41.2631
     123,          2.033334,     47.1160,     45.9194,     41.0826,     40.3029,     43.3490,     42.7490,     42.4140,     41.1562
     124,          2.050000,     47.0898,     45.9002,     40.9686,     40.2646,     43.3490,     42.7490,     42.4140,     41.0401
     125,          2.066667,     47.0632,     45.8813,     40.8478,     40.2206,     43.3490,     42.7490,     42.4140,     40.9175
     126,          2.083333,     47.0361,     45.8622,     40.7241,     40.1713,     43.3490,     42.7490,     42.4140,     40.7922
     127,          2.100000,     47.0084,     45.8426,     40.5970,     40.1150,     43.3490,     42.7490,     42.4140,     40.6641
     128,          2.116667,     46.9797,     45.8223,     40.4702,     40.0522,     43.3490,     42.7490,     42.4140,     40.5372
     129,          2.133333,     46.9490,     45.8008,     40.3446,     39.9838,     43.3490,     42.7490,     42.4140,     40.4125
     130,          2.150000,     46.9165,     45.7782,     40.2225,     39.9120,     43.3490,     42.7490,     42.4140,     40.2921
     131,          2.166667,     46.8827,     45.7537,     40.1056,     39.8387,     43.3490,     42.7490,     42.4140,     40.1796
     132,          2.183333,     46.8498,     45.7269,     39.9964,     39.7655,     43.3490,     42.7490,     42.4140,     40.0776
     133,          2.200000,     46.8155,     45.7015,     39.8948,     39.6939,     43.3490,     42.7490,     42.4140,     39.9854
     134,          2.216667,     46.7873,     45.6773,     39.8029,     39.6260,     43.3490,     42.7490,     42.4140,     39.9039
     135,          2.233333,     46.7640,     45.6561,     39.7217,     39.5636,     43.3490,     42.7490,     42.4140,     39.8339
     136,          2.250000,     46.7439,     45.6374,     39.6496,     39.5070,     43.3490,     42.7490,     42.4140,     39.7723
     137,          2.266667,     46.7264,     45.6204,     39.5872,     39.4567,     43.3490,     42.7490,     42.4140,     39.7210
     138,          2.283334,     46.7108,     45.6053,     39.5341,     39.4131,     43.3490,     42.7490,     42.4140,     39.6784
     139,          2.300000,     46.6944,     45.5908,     39.4870,     39.3742,     43.3490,     42.7490,     42.4140,     39.6411
     140,          2.316667,     46.6784,     45.5768,     39.4442,     39.3386,     43.3490,     42.7490,     42.4140,     39.6067
     141,          2.333333,     46.6610,     45.5626,     39.4056,     39.3063,     43.3490,     42.7490,     42.4140,     39.5741
     142,          2.350000,     46.6427,     45.5477,     39.3705,     39.2766,     43.3490,     42.7490,     42.4140,     39.5443
     143,          2.366667,     46.6275,     45.5340,     39.3380,     39.2491,     43.3490,     42.7490,     42.4140,     39.5174
     144,          2.383333,     46.6098,     45.5187,     39.3090,     39.2243,     43.3490,     42.7490,     42.4140,     39.4954
     145,          2.400000,     46.5944,     45.5036,     39.2822,     39.2013,     43.3490,     42.7490,     42.4140,     39.4714
     146,          2.416667,     46.5790,     45.4879,     39.2563,     39.1793,     43.3490,     42.7490,     42.4140,     39.4472
     147,          2.433333,     46.5649,     45.4741,     39.2313,     39.1579,     43.3490,     42.7490,     42.4140,     39.4252
     148,          2.450000,     46.5528,     45.4621,     39.2075,     39.1373,     43.3490,     42.7490,     42.4140,     39.4053
     149,          2.466667,     46.5406,     45.4504,     39.1851,     39.1180,     43.3490,     42.7490,     42.4140,     39.3865
     150,          2.483333,     46.5252,     45.4373,     39.1633,     39.0988,     43.3490,     42.7490,     42.4140,     39.3653
     151,          2.500000,     46.5078,     45.4226,     39.1426,     39.0806,     43.3490,     42.7490,     42.4140,     39.3485
     152,          2.516667,     46.4903,     45.4072,     39.1227,     39.0632,     43.3490,     42.7490,     42.4140,     39.3334
     153,          2.533334,     46.4722,     45.3916,     39.1037,     39.0464,     43.3490,     42.7490,     42.4140,     39.3178
     154,          2.550000,     46.4557,     45.3760,     39.0852,     39.0300,     43.3490,     42.7490,     42.4140,     39.3029
     155,          2.566667,     46.4384,     45.3606,     39.0679,     39.0146,     43.3490,     42.7490,     42.4140,     39.2895
     156,          2.583333,     46.4195,     45.3441,     39.0502,     38.9988,     43.3490,     42.7490,     42.4140,     39.2760
     157,          2.600000,     46.3986,     45.3261,     39.0340,     38.9842,     43.3490,     42.7490,     42.4140,     39.2627
     158,          2.616667,     46.3792,     45.3085,     39.0112,     38.9634,     43.3490,     42.7490,     42.4140,     39.2471
     159,          2.633333,     46.3622,     45.2916,     38.9914,     38.9457,     43.3490,     42.7490,     42.4140,     39.2327
     160,          2.650000,     46.3477,     45.2759,     38.9723,     38.9285,     43.3490,     42.7490,     42.4140,     39.2195
     161,          2.666667,     46.3311,     45.2608,     38.9530,     38.9110,     43.3490,     42.7490,     42.4140,     39.2069
     162,          2.683333,     46.3151,     45.2457,     38.9339,     38.8937,     43.3490,     42.7490,     42.4140,     39.1944
     163,          2.700000,     46.2997,     45.2308,     38.9143,     38.8759,     43.3490,     42.7490,     42.4140,     39.1810
     164,          2.716667,     46.2831,     45.2154,     38.8939,     38.8573,     43.3490,     42.7490,     42.4140,     39.1678
     165,          2.733334,     46.2654,     45.1993,     38.8738,     38.8388,     43.3490,     42.7490,     42.4140,     39.1561
     166,          2.750000,     46.2475,     45.1830,     38.8531,     38.8197,     43.3490,     42.7490,     42.4140,     39.1440
     167,          2.766667,     46.2285,     45.1659,     38.8337,     38.8018,     43.3490,     42.7490,     42.4140,     39.1320
     168,          2.783334,     46.2135,     45.1502,     38.8135,     38.7836,     43.3490,     42.7490,     42.4140,     39.1201
     169,          2.800000,     46.1916,     45.1302,     38.7937,     38.7653,     43.3490,     42.7490,     42.4140,     39.1132
     170,          2.816667,     46.1685,     45.1073,     38.7687,     38.7411,     43.3490,     42.7490,     42.4140,     39.0970
     171,          2.833333,     46.1454,     45.0837,     38.7373,     38.7406,     43.3490,     42.7490,     42.4140,     39.0866
     172,          2.850000,     46.1219,     45.0565,     38.7725,     38.6767,     43.3490,     42.7490,     42.4140,     39.0766
     173,          2.866667,     46.0977,     45.0261,     38.6942,     38.7073,     43.3490,     42.7490,     42.4140,     39.0670
     174,          2.883333,     46.0739,     44.9934,     38.6801,     38.6822,     43.3490,     42.7490,     42.4140,     39.0576
     175,          2.900000,     46.0494,     44.9572,     38.6529,     38.6697,     43.3490,     42.7490,     42.4140,     39.0470
     176,          2.916667,     46.0251,     44.9212,     38.6396,     38.6402,     43.3490,     42.7490,     42.4140,     39.0365
     177,          2.933333,     46.0001,     44.8836,     38.6896,     38.5590,     43.3490,     42.7490,     42.4140,     39.0263
     178,          2.950000,     45.9769,     44.8497,     38.5874,     38.6069,     43.3490,     42.7490,     42.4140,     39.0170
     179,          2.966667,     45.9546,     44.8187,     38.6111,     38.5484,     43.3490,     42.7490,     42.4140,     39.0091
     180,          2.983334,     45.9355,     44.7902,     38.5878,     38.5241,     43.3490,     42.7490,     42.4140,     38.9973
     181,          3.000000,     45.9156,     44.7621,     38.5769,     38.4975,     43.3490,     42.7490,     42.4140,     38.9887
