"EG12_010 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_010.tcf]","Time (h)","SQ FC04.1_C [EG12_010]","SQ OC_002 [EG12_010]","SQ FC01.1_R [EG12_010]"
      90,          1.483333,      0.0671,     61.6575,     45.0597
      91,          1.500000,      0.1431,     61.5477,     44.8609
      92,          1.516667,      0.1563,     61.4176,     44.6433
      93,          1.533333,      0.1741,     61.2659,     44.4043
      94,          1.550000,      0.1824,     61.0947,     44.1306
      95,          1.566667,      0.1950,     60.9060,     43.8045
      96,          1.583333,      0.2019,     60.7031,     43.4142
      97,          1.600000,      0.2032,     60.3205,     42.9635
      98,          1.616667,      0.2030,     59.7343,     42.4818
      99,          1.633333,      0.1999,     59.1470,     41.9615
     100,          1.650000,      0.1930,     58.5663,     41.4030
     101,          1.666667,      0.1867,     57.9827,     40.7948
     102,          1.683333,      0.1768,     57.4023,     40.1380
     103,          1.700000,      0.1600,     56.8232,     39.4187
     104,          1.716667,      0.1451,     56.2406,     38.6286
     105,          1.733333,      0.1318,     55.6593,     37.7686
     106,          1.750000,      0.1201,     55.0676,     36.8293
     107,          1.766667,      0.1097,     54.4674,     35.8046
     108,          1.783333,      0.1004,     53.8584,     34.7286
     109,          1.800000,      0.0920,     53.2369,     33.6021
     110,          1.816667,      0.0845,     52.6027,     32.4046
     111,          1.833333,      0.0779,     51.9530,     31.1433
     112,          1.850000,      0.0718,     51.2840,     29.8167
     113,          1.866667,      0.0663,     50.5995,     28.4408
     114,          1.883333,      0.0614,     49.8918,     26.6955
     115,          1.900000,      0.0569,     49.1673,     25.0432
     116,          1.916667,      0.0528,     48.4196,     23.6499
     117,          1.933333,      0.0491,     47.6432,     22.4851
     118,          1.950000,      0.0458,     46.8422,     21.5156
     119,          1.966667,      0.0427,     46.0204,     20.7296
     120,          1.983333,      0.0398,     45.1819,     20.0776
     121,          2.000000,      0.0372,     44.3333,     19.5301
     122,          2.016667,      0.0348,     43.4865,     19.0688
     123,          2.033334,      0.0326,     42.6382,     18.6279
     124,          2.050000,      0.0306,     41.7973,     18.2019
     125,          2.066667,      0.0288,     40.9637,     17.7747
     126,          2.083333,      0.0271,     40.1496,     17.3407
     127,          2.100000,      0.0256,     39.3423,     16.9054
     128,          2.116667,      0.0241,     38.5498,     16.4514
     129,          2.133333,      0.0228,     37.7709,     15.9752
     130,          2.150000,      0.0216,     37.0004,     15.4755
     131,          2.166667,      0.0205,     36.2466,     14.9616
     132,          2.183333,      0.0194,     35.5016,     14.4670
     133,          2.200000,      0.0184,     34.7695,     13.9568
     134,          2.216667,      0.0175,     34.0483,     13.5401
     135,          2.233333,      0.0166,     33.3329,     13.1989
     136,          2.250000,      0.0158,     32.6277,     12.9099
     137,          2.266667,      0.0151,     31.9302,     12.6582
     138,          2.283334,      0.0144,     31.2479,     12.4356
     139,          2.300000,      0.0137,     30.5776,     12.2033
     140,          2.316667,      0.0131,     29.9201,     11.9599
     141,          2.333333,      0.0125,     29.2768,     11.7087
     142,          2.350000,      0.0120,     28.6423,     11.4617
     143,          2.366667,      0.0114,     26.6116,     11.2815
     144,          2.383333,      0.0109,     26.4626,     11.0387
     145,          2.400000,      0.0105,     26.3123,     10.8163
     146,          2.416667,      0.0100,     26.1585,     10.6124
     147,          2.433333,      0.0096,     25.7978,     10.4218
     148,          2.450000,      0.0092,     25.2365,     10.2618
     149,          2.466667,      0.0089,     24.6853,     10.0990
     150,          2.483333,      0.0085,     24.1412,      9.8913
     151,          2.500000,      0.0082,     23.6038,      9.6642
     152,          2.516667,      0.0079,     23.0971,      9.4346
     153,          2.533334,      0.0076,     22.5898,      9.1999
     154,          2.550000,      0.0073,     22.0985,      8.9888
     155,          2.566667,      0.0070,     21.6194,      8.7688
     156,          2.583333,      0.0068,     21.1533,      8.5256
     157,          2.600000,      0.0065,     20.6978,      8.2701
     158,          2.616667,      0.0063,     20.2482,      8.0324
     159,          2.633333,      0.0061,     19.8038,      7.8197
     160,          2.650000,      0.0059,     19.3708,      7.6431
     161,          2.666667,      0.0057,     18.9444,      7.4449
     162,          2.683333,      0.0055,     18.5264,      7.2559
     163,          2.700000,      0.0053,     18.1175,      7.0689
     164,          2.716667,      0.0051,     17.7122,      6.8774
     165,          2.733334,      0.0050,     17.3155,      6.6721
     166,          2.750000,      0.0048,     16.9255,      6.4667
     167,          2.766667,      0.0047,     16.5453,      6.2485
     168,          2.783334,      0.0045,     16.1702,      6.0863
     169,          2.800000,      0.0044,     15.8038,      5.8371
     170,          2.816667,      0.0042,     15.4429,      5.5850
     171,          2.833333,      0.0041,     15.0907,      5.3354
     172,          2.850000,      0.0040,     14.7449,      5.0824
     173,          2.866667,      0.0039,     14.4067,      4.8305
     174,          2.883333,      0.0038,     14.0718,      4.5864
     175,          2.900000,      0.0037,     13.7440,      4.3381
     176,          2.916667,      0.0035,     13.4211,      4.0982
     177,          2.933333,      0.0035,     13.1049,      3.8562
     178,          2.950000,      0.0034,     12.7881,      3.6328
     179,          2.966667,      0.0033,     12.4743,      3.4249
     180,          2.983334,      0.0032,     12.1658,      3.2491
     181,          3.000000,      0.0031,     11.8628,      3.0677
