"EG12_010 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_010.tcf]","Time (h)","H FC01.1_R.1 [EG12_010]","H FC01.1_R.2 [EG12_010]","H FC04.1_C.1 [EG12_010]","H FC04.1_C.2 [EG12_010]","H OC_002.1 [EG12_010]","H OC_002.2 [EG12_010]"
      67,          1.100000,     49.8423,     47.3743,     43.3490,     43.4056,     43.3076,     41.9990
      68,          1.116667,     49.8369,     47.3675,     43.3490,     43.4312,     43.3355,     41.9990
      69,          1.133333,     49.8305,     47.3584,     43.3490,     43.4566,     43.3607,     41.9990
      70,          1.150000,     49.8229,     47.3480,     43.3490,     43.4795,     43.3849,     41.9990
      71,          1.166667,     49.8151,     47.3366,     43.3566,     43.5004,     43.4066,     41.9990
      72,          1.183333,     49.8069,     47.3246,     43.3669,     43.5194,     43.4269,     41.9990
      73,          1.200000,     49.7979,     47.3115,     43.3771,     43.5368,     43.4451,     41.9990
      74,          1.216667,     49.7885,     47.2973,     43.3863,     43.5529,     43.4617,     41.9990
      75,          1.233333,     49.7788,     47.2826,     43.3963,     43.5673,     43.4765,     41.9990
      76,          1.250000,     49.7688,     47.2671,     43.4076,     43.5799,     43.4899,     41.9990
      77,          1.266667,     49.7583,     47.2515,     43.4222,     43.5911,     43.5024,     41.9990
      78,          1.283333,     49.7459,     47.2333,     43.4385,     43.6011,     43.5138,     41.9990
      79,          1.300000,     49.7322,     47.2122,     43.4559,     43.6098,     43.5238,     41.9990
      80,          1.316667,     49.7177,     47.1894,     43.4743,     43.6174,     43.5325,     41.9990
      81,          1.333333,     49.7024,     47.1650,     43.4931,     43.6238,     43.5399,     41.9990
      82,          1.350000,     49.6864,     47.1396,     43.5122,     43.6288,     43.5458,     41.9990
      83,          1.366667,     49.6696,     47.1130,     43.5311,     43.6319,     43.5503,     41.9990
      84,          1.383333,     49.6519,     47.0847,     43.5537,     43.6334,     43.5535,     41.9990
      85,          1.400000,     49.6332,     47.0549,     43.5757,     43.6350,     43.5552,     41.9990
      86,          1.416667,     49.6135,     47.0248,     43.5951,     43.6353,     43.5555,     41.9990
      87,          1.433333,     49.5923,     46.9922,     43.6115,     43.6339,     43.5545,     41.9990
      88,          1.450000,     49.5705,     46.9602,     43.6229,     43.6322,     43.5524,     41.9990
      89,          1.466667,     49.5475,     46.9282,     43.6274,     43.6286,     43.5491,     41.9990
      90,          1.483333,     49.5225,     46.8969,     43.6261,     43.6240,     43.5447,     41.9990
      91,          1.500000,     49.4957,     46.8647,     43.6216,     43.6177,     43.5393,     41.9990
      92,          1.516667,     49.4665,     46.8333,     43.6152,     43.6109,     43.5329,     41.9990
      93,          1.533333,     49.4346,     46.8037,     43.6081,     43.6032,     43.5255,     41.9990
      94,          1.550000,     49.3983,     46.7790,     43.6003,     43.5949,     43.5171,     41.9990
      95,          1.566667,     49.3553,     46.7538,     43.5918,     43.5857,     43.5079,     41.9990
      96,          1.583333,     49.3043,     46.7404,     43.5827,     43.5759,     43.4981,     41.9990
      97,          1.600000,     49.2459,     46.7242,     43.5733,     43.5659,     43.4883,     41.9990
      98,          1.616667,     49.1842,     46.7114,     43.5636,     43.5556,     43.4787,     41.9990
      99,          1.633333,     49.1184,     46.6986,     43.5538,     43.5452,     43.4689,     41.9990
     100,          1.650000,     49.0486,     46.6848,     43.5440,     43.5350,     43.4593,     41.9990
     101,          1.666667,     48.9737,     46.6650,     43.5343,     43.5247,     43.4496,     41.9990
     102,          1.683333,     48.8940,     46.6500,     43.5248,     43.5144,     43.4399,     41.9990
     103,          1.700000,     48.8082,     46.6308,     43.5158,     43.5040,     43.4302,     41.9990
     104,          1.716667,     48.7158,     46.6097,     43.5075,     43.4937,     43.4204,     41.9990
     105,          1.733333,     48.6173,     46.5870,     43.4998,     43.4832,     43.4106,     41.9990
     106,          1.750000,     48.5123,     46.5621,     43.4926,     43.4724,     43.4006,     41.9990
     107,          1.766667,     48.4008,     46.5341,     43.4859,     43.4613,     43.3904,     41.9990
     108,          1.783333,     48.2870,     46.5030,     43.4797,     43.4503,     43.3800,     41.9990
     109,          1.800000,     48.1717,     46.4710,     43.4739,     43.4388,     43.3694,     41.9990
     110,          1.816667,     48.0532,     46.4364,     43.4685,     43.4270,     43.3585,     41.9990
     111,          1.833333,     47.9331,     46.3989,     43.4635,     43.4148,     43.3473,     41.9990
     112,          1.850000,     47.8119,     46.3584,     43.4588,     43.4023,     43.3357,     41.9990
     113,          1.866667,     47.6918,     46.3148,     43.4543,     43.3893,     43.3238,     41.9990
     114,          1.883333,     47.5813,     46.2631,     43.4501,     43.3758,     43.3114,     41.9990
     115,          1.900000,     47.4903,     46.2067,     43.4462,     43.3619,     43.2987,     41.9990
     116,          1.916667,     47.4121,     46.1525,     43.4426,     43.3475,     43.2855,     41.9990
     117,          1.933333,     47.3455,     46.1023,     43.4391,     43.3323,     43.2717,     41.9990
     118,          1.950000,     47.2892,     46.0572,     43.4358,     43.3169,     43.2574,     41.9990
     119,          1.966667,     47.2429,     46.0203,     43.4327,     43.3009,     43.2426,     41.9990
     120,          1.983333,     47.2041,     45.9890,     43.4298,     43.2847,     43.2275,     41.9990
     121,          2.000000,     47.1711,     45.9624,     43.4270,     43.2680,     43.2121,     41.9990
     122,          2.016667,     47.1432,     45.9399,     43.4243,     43.2516,     43.1966,     41.9990
     123,          2.033334,     47.1162,     45.9196,     43.4218,     43.2357,     43.1810,     41.9990
     124,          2.050000,     47.0899,     45.9003,     43.4195,     43.2184,     43.1654,     41.9990
     125,          2.066667,     47.0634,     45.8815,     43.4172,     43.2029,     43.1499,     41.9990
     126,          2.083333,     47.0362,     45.8623,     43.4152,     43.1866,     43.1346,     41.9990
     127,          2.100000,     47.0087,     45.8429,     43.4132,     43.1711,     43.1193,     41.9990
     128,          2.116667,     46.9797,     45.8226,     43.4113,     43.1548,     43.1042,     41.9990
     129,          2.133333,     46.9491,     45.8011,     43.4095,     43.1392,     43.0893,     41.9990
     130,          2.150000,     46.9166,     45.7784,     43.4078,     43.1237,     43.0744,     41.9990
     131,          2.166667,     46.8829,     45.7540,     43.4062,     43.1084,     43.0598,     41.9990
     132,          2.183333,     46.8500,     45.7272,     43.4046,     43.0929,     43.0452,     41.9990
     133,          2.200000,     46.8157,     45.7018,     43.4032,     43.0780,     43.0308,     41.9990
     134,          2.216667,     46.7874,     45.6782,     43.4017,     43.0629,     43.0165,     41.9990
     135,          2.233333,     46.7640,     45.6574,     43.4004,     43.0471,     43.0022,     41.9990
     136,          2.250000,     46.7440,     45.6390,     43.3991,     43.0327,     42.9880,     41.9990
     137,          2.266667,     46.7265,     45.6216,     43.3978,     43.0168,     42.9739,     41.9990
     138,          2.283334,     46.7109,     45.6061,     43.3966,     43.0033,     42.9600,     41.9990
     139,          2.300000,     46.6945,     45.5915,     43.3955,     42.9881,     42.9462,     41.9990
     140,          2.316667,     46.6772,     45.5770,     43.3944,     42.9743,     42.9326,     41.9990
     141,          2.333333,     46.6593,     45.5622,     43.3933,     42.9603,     42.9192,     41.9990
     142,          2.350000,     46.6415,     45.5474,     43.3923,     42.9462,     42.9058,     41.9990
     143,          2.366667,     46.6285,     45.5347,     43.3914,     42.9328,     42.8953,     41.9990
     144,          2.383333,     46.6108,     45.5199,     43.3904,     42.9193,     42.8826,     41.9990
     145,          2.400000,     46.5945,     45.5051,     43.3895,     42.9090,     42.8699,     41.9990
     146,          2.416667,     46.5794,     45.4890,     43.3886,     42.8950,     42.8570,     41.9990
     147,          2.433333,     46.5653,     45.4751,     43.3878,     42.8835,     42.8448,     41.9990
     148,          2.450000,     46.5533,     45.4631,     43.3870,     42.8695,     42.8325,     41.9990
     149,          2.466667,     46.5410,     45.4514,     43.3862,     42.8571,     42.8204,     41.9990
     150,          2.483333,     46.5254,     45.4383,     43.3854,     42.8449,     42.8083,     41.9990
     151,          2.500000,     46.5081,     45.4237,     43.3847,     42.8334,     42.7962,     41.9990
     152,          2.516667,     46.4904,     45.4085,     43.3840,     42.8215,     42.7848,     41.9990
     153,          2.533334,     46.4723,     45.3929,     43.3833,     42.8105,     42.7732,     41.9990
     154,          2.550000,     46.4558,     45.3776,     43.3827,     42.7999,     42.7620,     41.9990
     155,          2.566667,     46.4385,     45.3624,     43.3820,     42.7902,     42.7509,     41.9990
     156,          2.583333,     46.4192,     45.3461,     43.3814,     42.7829,     42.7401,     41.9990
     157,          2.600000,     46.3988,     45.3282,     43.3808,     42.7765,     42.7294,     41.9990
     158,          2.616667,     46.3795,     45.3106,     43.3802,     42.7729,     42.7188,     41.9990
     159,          2.633333,     46.3622,     45.2937,     43.3797,     42.7721,     42.7083,     41.9990
     160,          2.650000,     46.3476,     45.2778,     43.3791,     42.7737,     42.6979,     41.9990
     161,          2.666667,     46.3312,     45.2626,     43.3786,     42.7773,     42.6876,     41.9990
     162,          2.683333,     46.3153,     45.2474,     43.3781,     42.7797,     42.6775,     41.9990
     163,          2.700000,     46.2995,     45.2324,     43.3776,     42.7796,     42.6675,     41.9990
     164,          2.716667,     46.2832,     45.2171,     43.3771,     42.7792,     42.6575,     41.9990
     165,          2.733334,     46.2655,     45.2008,     43.3767,     42.7786,     42.6476,     41.9990
     166,          2.750000,     46.2477,     45.1842,     43.3762,     42.7780,     42.6379,     41.9990
     167,          2.766667,     46.2285,     45.1668,     43.3758,     42.7773,     42.6283,     41.9990
     168,          2.783334,     46.2141,     45.1512,     43.3753,     42.7767,     42.6188,     41.9990
     169,          2.800000,     46.1917,     45.1315,     43.3749,     42.7761,     42.6094,     41.9990
     170,          2.816667,     46.1687,     45.1086,     43.3745,     42.7755,     42.6001,     41.9990
     171,          2.833333,     46.1457,     45.0850,     43.3741,     42.7749,     42.5909,     41.9990
     172,          2.850000,     46.1219,     45.0580,     43.3738,     42.7744,     42.5818,     41.9990
     173,          2.866667,     46.0979,     45.0280,     43.3734,     42.7738,     42.5729,     41.9990
     174,          2.883333,     46.0741,     44.9953,     43.3730,     42.7733,     42.5640,     41.9990
     175,          2.900000,     46.0496,     44.9592,     43.3727,     42.7727,     42.5552,     41.9990
     176,          2.916667,     46.0254,     44.9231,     43.3723,     42.7722,     42.5465,     41.9990
     177,          2.933333,     46.0005,     44.8856,     43.3720,     42.7717,     42.5378,     41.9990
     178,          2.950000,     45.9771,     44.8513,     43.3717,     42.7712,     42.5291,     41.9990
     179,          2.966667,     45.9549,     44.8200,     43.3714,     42.7707,     42.5205,     41.9990
     180,          2.983334,     45.9357,     44.7916,     43.3711,     42.7702,     42.5118,     41.9990
     181,          3.000000,     45.9156,     44.7633,     43.3708,     42.7698,     42.5033,     41.9990
