"EG12_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_009.tcf]","Time (h)","H FC01.1_R.1 [EG12_009]","H FC01.1_R.2 [EG12_009]","H FC04.1_C.1 [EG12_009]","H FC04.1_C.2 [EG12_009]","H OC_002.1 [EG12_009]","H OC_002.2 [EG12_009]"
      67,          1.100000,     49.8423,     47.3743,     43.3835,     43.5547,     43.4968,     41.9990
      68,          1.116667,     49.8369,     47.3675,     43.3985,     43.5855,     43.5309,     41.9990
      69,          1.133333,     49.8305,     47.3584,     43.4156,     43.6166,     43.5649,     41.9990
      70,          1.150000,     49.8229,     47.3480,     43.4383,     43.6483,     43.5963,     41.9990
      71,          1.166667,     49.8151,     47.3366,     43.4624,     43.6753,     43.6270,     41.9990
      72,          1.183333,     49.8069,     47.3246,     43.4908,     43.7029,     43.6569,     41.9990
      73,          1.200000,     49.7979,     47.3115,     43.5229,     43.7282,     43.6842,     41.9990
      74,          1.216667,     49.7885,     47.2973,     43.5585,     43.7535,     43.7108,     41.9990
      75,          1.233333,     49.7788,     47.2826,     43.5954,     43.7772,     43.7357,     41.9990
      76,          1.250000,     49.7688,     47.2671,     43.6340,     43.7992,     43.7593,     41.9990
      77,          1.266667,     49.7583,     47.2515,     43.6772,     43.8187,     43.7817,     41.9990
      78,          1.283333,     49.7459,     47.2333,     43.7216,     43.8394,     43.8024,     41.9990
      79,          1.300000,     49.7323,     47.2122,     43.7646,     43.8588,     43.8220,     41.9990
      80,          1.316667,     49.7176,     47.1894,     43.8048,     43.8763,     43.8400,     41.9990
      81,          1.333333,     49.7024,     47.1650,     43.8410,     43.8932,     43.8570,     41.9990
      82,          1.350000,     49.6864,     47.1396,     43.8722,     43.9084,     43.8725,     41.9990
      83,          1.366667,     49.6696,     47.1130,     43.8982,     43.9227,     43.8866,     41.9990
      84,          1.383333,     49.6519,     47.0847,     43.9198,     43.9355,     43.8998,     41.9990
      85,          1.400000,     49.6332,     47.0549,     43.9370,     43.9469,     43.9114,     41.9990
      86,          1.416667,     49.6134,     47.0248,     43.9497,     43.9574,     43.9220,     41.9990
      87,          1.433333,     49.5923,     46.9922,     43.9592,     43.9661,     43.9314,     41.9990
      88,          1.450000,     49.5705,     46.9602,     43.9673,     43.9736,     43.9395,     41.9990
      89,          1.466667,     49.5475,     46.9283,     43.9743,     43.9800,     43.9464,     41.9990
      90,          1.483333,     49.5225,     46.8970,     43.9804,     43.9857,     43.9520,     41.9990
      91,          1.500000,     49.4957,     46.8647,     43.9856,     43.9903,     43.9567,     41.9990
      92,          1.516667,     49.4665,     46.8333,     43.9897,     43.9936,     43.9605,     41.9990
      93,          1.533333,     49.4346,     46.8038,     43.9927,     43.9961,     43.9632,     41.9990
      94,          1.550000,     49.3983,     46.7791,     43.9950,     43.9978,     43.9651,     41.9990
      95,          1.566667,     49.3553,     46.7538,     43.9967,     43.9988,     43.9661,     41.9990
      96,          1.583333,     49.3043,     46.7405,     43.9976,     43.9993,     43.9666,     41.9990
      97,          1.600000,     49.2459,     46.7242,     43.9982,     43.9993,     43.9667,     41.9990
      98,          1.616667,     49.1842,     46.7114,     43.9984,     43.9990,     43.9664,     41.9990
      99,          1.633333,     49.1184,     46.6987,     43.9984,     43.9984,     43.9659,     41.9990
     100,          1.650000,     49.0486,     46.6849,     43.9983,     43.9976,     43.9651,     41.9990
     101,          1.666667,     48.9737,     46.6651,     43.9979,     43.9965,     43.9641,     41.9990
     102,          1.683333,     48.8940,     46.6502,     43.9968,     43.9951,     43.9627,     41.9990
     103,          1.700000,     48.8083,     46.6309,     43.9953,     43.9933,     43.9611,     41.9990
     104,          1.716667,     48.7158,     46.6098,     43.9935,     43.9913,     43.9592,     41.9990
     105,          1.733333,     48.6174,     46.5871,     43.9914,     43.9889,     43.9569,     41.9990
     106,          1.750000,     48.5124,     46.5622,     43.9888,     43.9861,     43.9542,     41.9990
     107,          1.766667,     48.4008,     46.5342,     43.9858,     43.9830,     43.9512,     41.9990
     108,          1.783333,     48.2871,     46.5031,     43.9824,     43.9793,     43.9476,     41.9990
     109,          1.800000,     48.1717,     46.4711,     43.9785,     43.9752,     43.9436,     41.9990
     110,          1.816667,     48.0533,     46.4365,     43.9741,     43.9704,     43.9390,     41.9990
     111,          1.833333,     47.9332,     46.3991,     43.9690,     43.9651,     43.9339,     41.9990
     112,          1.850000,     47.8120,     46.3585,     43.9634,     43.9594,     43.9282,     41.9990
     113,          1.866667,     47.6919,     46.3150,     43.9572,     43.9529,     43.9219,     41.9990
     114,          1.883333,     47.5814,     46.2633,     43.9502,     43.9457,     43.9150,     41.9990
     115,          1.900000,     47.4904,     46.2070,     43.9426,     43.9379,     43.9074,     41.9990
     116,          1.916667,     47.4122,     46.1528,     43.9342,     43.9292,     43.8991,     41.9990
     117,          1.933333,     47.3456,     46.1027,     43.9251,     43.9199,     43.8899,     41.9990
     118,          1.950000,     47.2892,     46.0576,     43.9152,     43.9098,     43.8800,     41.9990
     119,          1.966667,     47.2430,     46.0207,     43.9046,     43.8990,     43.8693,     41.9990
     120,          1.983333,     47.2041,     45.9893,     43.8934,     43.8877,     43.8581,     41.9990
     121,          2.000000,     47.1712,     45.9627,     43.8816,     43.8758,     43.8463,     41.9990
     122,          2.016667,     47.1432,     45.9404,     43.8693,     43.8635,     43.8340,     41.9990
     123,          2.033334,     47.1162,     45.9202,     43.8568,     43.8510,     43.8214,     41.9990
     124,          2.050000,     47.0900,     45.9010,     43.8440,     43.8381,     43.8087,     41.9990
     125,          2.066667,     47.0634,     45.8821,     43.8307,     43.8247,     43.7954,     41.9990
     126,          2.083333,     47.0362,     45.8629,     43.8174,     43.8116,     43.7821,     41.9990
     127,          2.100000,     47.0085,     45.8433,     43.8040,     43.7981,     43.7684,     41.9990
     128,          2.116667,     46.9798,     45.8231,     43.7902,     43.7842,     43.7545,     41.9990
     129,          2.133333,     46.9492,     45.8017,     43.7758,     43.7698,     43.7405,     41.9990
     130,          2.150000,     46.9167,     45.7791,     43.7614,     43.7555,     43.7261,     41.9990
     131,          2.166667,     46.8829,     45.7547,     43.7469,     43.7410,     43.7114,     41.9990
     132,          2.183333,     46.8500,     45.7278,     43.7322,     43.7262,     43.6967,     41.9990
     133,          2.200000,     46.8157,     45.7023,     43.7172,     43.7110,     43.6815,     41.9990
     134,          2.216667,     46.7874,     45.6788,     43.7021,     43.6956,     43.6662,     41.9990
     135,          2.233333,     46.7641,     45.6580,     43.6869,     43.6800,     43.6506,     41.9990
     136,          2.250000,     46.7440,     45.6396,     43.6715,     43.6641,     43.6346,     41.9990
     137,          2.266667,     46.7265,     45.6233,     43.6558,     43.6479,     43.6184,     41.9990
     138,          2.283334,     46.7109,     45.6082,     43.6401,     43.6316,     43.6020,     41.9990
     139,          2.300000,     46.6945,     45.5932,     43.6245,     43.6154,     43.5855,     41.9990
     140,          2.316667,     46.6772,     45.5783,     43.6087,     43.5987,     43.5688,     41.9990
     141,          2.333333,     46.6593,     45.5633,     43.5936,     43.5817,     43.5521,     41.9990
     142,          2.350000,     46.6415,     45.5483,     43.5794,     43.5649,     43.5351,     41.9990
     143,          2.366667,     46.6285,     45.5356,     43.5664,     43.5477,     43.5178,     41.9990
     144,          2.383333,     46.6108,     45.5211,     43.5544,     43.5304,     43.5005,     41.9990
     145,          2.400000,     46.5949,     45.5064,     43.5433,     43.5131,     43.4830,     41.9990
     146,          2.416667,     46.5796,     45.4900,     43.5330,     43.4955,     43.4653,     41.9990
     147,          2.433333,     46.5653,     45.4760,     43.5235,     43.4778,     43.4476,     41.9990
     148,          2.450000,     46.5533,     45.4640,     43.5146,     43.4601,     43.4296,     41.9990
     149,          2.466667,     46.5410,     45.4522,     43.5064,     43.4419,     43.4116,     41.9990
     150,          2.483333,     46.5253,     45.4391,     43.4987,     43.4240,     43.3933,     41.9990
     151,          2.500000,     46.5081,     45.4246,     43.4916,     43.4058,     43.3749,     41.9990
     152,          2.516667,     46.4904,     45.4094,     43.4850,     43.3874,     43.3565,     41.9990
     153,          2.533334,     46.4722,     45.3938,     43.4789,     43.3690,     43.3379,     41.9990
     154,          2.550000,     46.4558,     45.3785,     43.4731,     43.3502,     43.3192,     41.9990
     155,          2.566667,     46.4385,     45.3635,     43.4678,     43.3320,     43.3004,     41.9990
     156,          2.583333,     46.4193,     45.3471,     43.4628,     43.3129,     43.2815,     41.9990
     157,          2.600000,     46.3988,     45.3295,     43.4581,     43.2940,     43.2624,     41.9990
     158,          2.616667,     46.3794,     45.3122,     43.4537,     43.2748,     43.2432,     41.9990
     159,          2.633333,     46.3622,     45.2956,     43.4496,     43.2554,     43.2239,     41.9990
     160,          2.650000,     46.3478,     45.2800,     43.4457,     43.2362,     43.2043,     41.9990
     161,          2.666667,     46.3312,     45.2650,     43.4421,     43.2176,     43.1847,     41.9990
     162,          2.683333,     46.3153,     45.2500,     43.4386,     43.1972,     43.1650,     41.9990
     163,          2.700000,     46.2997,     45.2347,     43.4354,     43.1770,     43.1453,     41.9990
     164,          2.716667,     46.2832,     45.2191,     43.4323,     43.1574,     43.1254,     41.9990
     165,          2.733334,     46.2655,     45.2028,     43.4294,     43.1368,     43.1051,     41.9990
     166,          2.750000,     46.2478,     45.1861,     43.4266,     43.1171,     43.0847,     41.9990
     167,          2.766667,     46.2284,     45.1686,     43.4240,     43.0965,     43.0643,     41.9990
     168,          2.783334,     46.2140,     45.1534,     43.4215,     43.0756,     43.0438,     41.9990
     169,          2.800000,     46.1917,     45.1334,     43.4192,     43.0548,     43.0230,     41.9990
     170,          2.816667,     46.1687,     45.1108,     43.4169,     43.0339,     43.0022,     41.9990
     171,          2.833333,     46.1456,     45.0870,     43.4149,     43.0131,     42.9817,     41.9990
     172,          2.850000,     46.1218,     45.0603,     43.4129,     42.9917,     42.9620,     41.9990
     173,          2.866667,     46.0977,     45.0310,     43.4110,     42.9703,     42.9424,     41.9990
     174,          2.883333,     46.0741,     44.9983,     43.4093,     42.9503,     42.9231,     41.9990
     175,          2.900000,     46.0496,     44.9622,     43.4076,     42.9303,     42.9040,     41.9990
     176,          2.916667,     46.0253,     44.9256,     43.4060,     42.9110,     42.8853,     41.9990
     177,          2.933333,     46.0003,     44.8882,     43.4044,     42.8915,     42.8668,     41.9990
     178,          2.950000,     45.9770,     44.8536,     43.4030,     42.8730,     42.8486,     41.9990
     179,          2.966667,     45.9548,     44.8217,     43.4016,     42.8548,     42.8306,     41.9990
     180,          2.983334,     45.9357,     44.7933,     43.4002,     42.8382,     42.8128,     41.9990
     181,          3.000000,     45.9157,     44.7651,     43.3989,     42.8224,     42.7955,     41.9990
