"EG12_007 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_007.tcf]","Time (h)","H FC01.1_R.1 [EG12_007]","H FC01.1_R.2 [EG12_007]","H FC04.1_C.1 [EG12_007]","H FC04.1_C.2 [EG12_007]","H OC_001.1 [EG12_007]","H OC_001.2 [EG12_007]"
      46,          0.750000,     49.7705,     47.2083,     43.3490,     42.7490,     41.6217,     40.9990
      47,          0.766667,     49.8011,     47.2798,     43.3490,     42.7490,     41.7546,     40.9990
      48,          0.783333,     49.8184,     47.3204,     43.3490,     42.7490,     41.8894,     40.9990
      49,          0.800000,     49.8290,     47.3432,     43.3490,     42.7490,     42.0295,     40.9990
      50,          0.816667,     49.8365,     47.3573,     43.3490,     42.7490,     42.1714,     40.9990
      51,          0.833333,     49.8421,     47.3674,     43.3490,     42.7490,     42.3068,     40.9990
      52,          0.850000,     49.8464,     47.3752,     43.3490,     42.7490,     42.4290,     40.9990
      53,          0.866667,     49.8490,     47.3804,     43.3490,     42.7490,     42.5375,     40.9990
      54,          0.883333,     49.8509,     47.3837,     43.3490,     42.7698,     42.6323,     40.9990
      55,          0.900000,     49.8524,     47.3863,     43.3490,     42.8335,     42.7158,     40.9990
      56,          0.916667,     49.8537,     47.3884,     43.3490,     42.8872,     42.7887,     40.9990
      57,          0.933333,     49.8548,     47.3902,     43.3490,     42.9487,     42.8519,     40.9990
      58,          0.950000,     49.8551,     47.3912,     43.3490,     42.9894,     42.9079,     40.9990
      59,          0.966667,     49.8550,     47.3913,     43.3490,     43.0309,     42.9623,     40.9990
      60,          0.983333,     49.8548,     47.3911,     43.3490,     43.1322,     43.0129,     40.9990
      61,          1.000000,     49.8544,     47.3905,     43.3490,     43.1741,     43.0683,     40.9990
      62,          1.016667,     49.8538,     47.3898,     43.3490,     43.2146,     43.1154,     40.9990
      63,          1.033333,     49.8521,     47.3880,     43.3490,     43.2499,     43.1570,     40.9990
      64,          1.050000,     49.8500,     47.3852,     43.3490,     43.2920,     43.1932,     40.9990
      65,          1.066667,     49.8477,     47.3819,     43.3490,     43.3295,     43.2343,     40.9990
      66,          1.083333,     49.8452,     47.3783,     43.3490,     43.3604,     43.2725,     40.9990
      67,          1.100000,     49.8423,     47.3743,     43.3490,     43.3922,     43.3086,     40.9990
      68,          1.116667,     49.8369,     47.3675,     43.3490,     43.4231,     43.3447,     40.9990
      69,          1.133333,     49.8305,     47.3584,     43.3490,     43.4537,     43.3781,     40.9990
      70,          1.150000,     49.8229,     47.3480,     43.3490,     43.4831,     43.4115,     40.9990
      71,          1.166667,     49.8151,     47.3366,     43.3609,     43.5107,     43.4426,     40.9990
      72,          1.183333,     49.8069,     47.3246,     43.3750,     43.5376,     43.4727,     40.9990
      73,          1.200000,     49.7979,     47.3115,     43.3885,     43.5631,     43.5010,     40.9990
      74,          1.216667,     49.7885,     47.2973,     43.4021,     43.5874,     43.5184,     40.9990
      75,          1.233333,     49.7788,     47.2826,     43.4178,     43.6102,     43.5335,     40.9990
      76,          1.250000,     49.7688,     47.2671,     43.4356,     43.6269,     43.5445,     40.9990
      77,          1.266667,     49.7583,     47.2515,     43.4550,     43.6390,     43.5504,     40.9990
      78,          1.283333,     49.7459,     47.2333,     43.4763,     43.6483,     43.5588,     40.9990
      79,          1.300000,     49.7323,     47.2122,     43.4985,     43.6542,     43.5669,     40.9990
      80,          1.316667,     49.7177,     47.1894,     43.5215,     43.6596,     43.5736,     40.9990
      81,          1.333333,     49.7024,     47.1650,     43.5443,     43.6643,     43.5796,     40.9990
      82,          1.350000,     49.6864,     47.1396,     43.5701,     43.6668,     43.5834,     40.9990
      83,          1.366667,     49.6696,     47.1130,     43.5955,     43.6696,     43.5864,     40.9990
      84,          1.383333,     49.6519,     47.0847,     43.6189,     43.6701,     43.5880,     40.9990
      85,          1.400000,     49.6332,     47.0549,     43.6392,     43.6703,     43.5879,     40.9990
      86,          1.416667,     49.6135,     47.0248,     43.6549,     43.6695,     43.5869,     40.9990
      87,          1.433333,     49.5923,     46.9922,     43.6629,     43.6676,     43.5846,     40.9990
      88,          1.450000,     49.5705,     46.9602,     43.6642,     43.6631,     43.5811,     40.9990
      89,          1.466667,     49.5475,     46.9282,     43.6614,     43.6585,     43.5766,     40.9990
      90,          1.483333,     49.5225,     46.8969,     43.6555,     43.6518,     43.5708,     40.9990
      91,          1.500000,     49.4957,     46.8647,     43.6487,     43.6449,     43.5639,     40.9990
      92,          1.516667,     49.4665,     46.8333,     43.6414,     43.6369,     43.5559,     40.9990
      93,          1.533333,     49.4346,     46.8037,     43.6331,     43.6280,     43.5470,     40.9990
      94,          1.550000,     49.3983,     46.7790,     43.6238,     43.6181,     43.5371,     40.9990
      95,          1.566667,     49.3553,     46.7538,     43.6139,     43.6075,     43.5262,     40.9990
      96,          1.583333,     49.3043,     46.7404,     43.6033,     43.5963,     43.5147,     40.9990
      97,          1.600000,     49.2459,     46.7242,     43.5924,     43.5848,     43.5027,     40.9990
      98,          1.616667,     49.1842,     46.7114,     43.5812,     43.5731,     43.4903,     40.9990
      99,          1.633333,     49.1184,     46.6986,     43.5698,     43.5608,     43.4777,     40.9990
     100,          1.650000,     49.0486,     46.6848,     43.5581,     43.5484,     43.4648,     40.9990
     101,          1.666667,     48.9737,     46.6650,     43.5469,     43.5354,     43.4515,     40.9990
     102,          1.683333,     48.8940,     46.6500,     43.5363,     43.5224,     43.4380,     40.9990
     103,          1.700000,     48.8082,     46.6308,     43.5265,     43.5089,     43.4241,     40.9990
     104,          1.716667,     48.7158,     46.6097,     43.5175,     43.4952,     43.4098,     40.9990
     105,          1.733333,     48.6173,     46.5870,     43.5090,     43.4812,     43.3953,     40.9990
     106,          1.750000,     48.5123,     46.5621,     43.5012,     43.4665,     43.3801,     40.9990
     107,          1.766667,     48.4008,     46.5341,     43.4939,     43.4513,     43.3645,     40.9990
     108,          1.783333,     48.2870,     46.5030,     43.4871,     43.4357,     43.3483,     40.9990
     109,          1.800000,     48.1717,     46.4710,     43.4809,     43.4195,     43.3316,     40.9990
     110,          1.816667,     48.0532,     46.4364,     43.4750,     43.4025,     43.3142,     40.9990
     111,          1.833333,     47.9331,     46.3989,     43.4695,     43.3849,     43.2961,     40.9990
     112,          1.850000,     47.8119,     46.3584,     43.4644,     43.3666,     43.2773,     40.9990
     113,          1.866667,     47.6918,     46.3148,     43.4596,     43.3475,     43.2577,     40.9990
     114,          1.883333,     47.5813,     46.2632,     43.4551,     43.3275,     43.2372,     40.9990
     115,          1.900000,     47.4903,     46.2068,     43.4509,     43.3067,     43.2159,     40.9990
     116,          1.916667,     47.4121,     46.1525,     43.4470,     43.2850,     43.1937,     40.9990
     117,          1.933333,     47.3455,     46.1023,     43.4432,     43.2621,     43.1704,     40.9990
     118,          1.950000,     47.2892,     46.0572,     43.4397,     43.2384,     43.1461,     40.9990
     119,          1.966667,     47.2429,     46.0203,     43.4364,     43.2139,     43.1208,     40.9990
     120,          1.983333,     47.2041,     45.9889,     43.4333,     43.1887,     43.0944,     40.9990
     121,          2.000000,     47.1712,     45.9624,     43.4303,     43.1622,     43.0672,     40.9990
     122,          2.016667,     47.1431,     45.9399,     43.4275,     43.1357,     43.0503,     40.9990
     123,          2.033334,     47.1162,     45.9196,     43.4248,     43.1099,     43.0333,     40.9990
     124,          2.050000,     47.0899,     45.9003,     43.4223,     43.0854,     43.0178,     40.9990
     125,          2.066667,     47.0634,     45.8815,     43.4199,     43.0654,     43.0045,     40.9990
     126,          2.083333,     47.0362,     45.8623,     43.4177,     43.0490,     42.9935,     40.9990
     127,          2.100000,     47.0086,     45.8428,     43.4155,     43.0326,     42.9845,     40.9990
     128,          2.116667,     46.9797,     45.8225,     43.4135,     43.0189,     42.9779,     40.9990
     129,          2.133333,     46.9491,     45.8010,     43.4117,     43.0094,     42.9690,     40.9990
     130,          2.150000,     46.9166,     45.7784,     43.4099,     43.0012,     42.9598,     40.9990
     131,          2.166667,     46.8828,     45.7540,     43.4081,     42.9935,     42.9510,     40.9990
     132,          2.183333,     46.8500,     45.7271,     43.4065,     42.9854,     42.9412,     40.9990
     133,          2.200000,     46.8157,     45.7017,     43.4049,     42.9724,     42.9317,     40.9990
     134,          2.216667,     46.7874,     45.6781,     43.4034,     42.9636,     42.9215,     40.9990
     135,          2.233333,     46.7640,     45.6573,     43.4020,     42.9518,     42.9110,     40.9990
     136,          2.250000,     46.7440,     45.6389,     43.4006,     42.9425,     42.8998,     40.9990
     137,          2.266667,     46.7265,     45.6221,     43.3993,     42.9306,     42.8885,     40.9990
     138,          2.283334,     46.7109,     45.6070,     43.3981,     42.9194,     42.8769,     40.9990
     139,          2.300000,     46.6945,     45.5921,     43.3969,     42.9075,     42.8648,     40.9990
     140,          2.316667,     46.6773,     45.5773,     43.3957,     42.8956,     42.8525,     40.9990
     141,          2.333333,     46.6609,     45.5630,     43.3946,     42.8837,     42.8400,     40.9990
     142,          2.350000,     46.6431,     45.5484,     43.3935,     42.8713,     42.8271,     40.9990
     143,          2.366667,     46.6279,     45.5348,     43.3925,     42.8591,     42.8140,     40.9990
     144,          2.383333,     46.6101,     45.5197,     43.3915,     42.8461,     42.8007,     40.9990
     145,          2.400000,     46.5942,     45.5048,     43.3906,     42.8336,     42.7869,     40.9990
     146,          2.416667,     46.5792,     45.4887,     43.3897,     42.8216,     42.7729,     40.9990
     147,          2.433333,     46.5652,     45.4748,     43.3888,     42.8094,     42.7588,     40.9990
     148,          2.450000,     46.5531,     45.4629,     43.3879,     42.7982,     42.7443,     40.9990
     149,          2.466667,     46.5410,     45.4512,     43.3871,     42.7889,     42.7295,     40.9990
     150,          2.483333,     46.5252,     45.4381,     43.3863,     42.7825,     42.7143,     40.9990
     151,          2.500000,     46.5080,     45.4236,     43.3856,     42.7799,     42.6990,     40.9990
     152,          2.516667,     46.4904,     45.4084,     43.3848,     42.7810,     42.6834,     40.9990
     153,          2.533334,     46.4722,     45.3928,     43.3841,     42.7855,     42.6676,     40.9990
     154,          2.550000,     46.4558,     45.3774,     43.3834,     42.7874,     42.6516,     40.9990
     155,          2.566667,     46.4385,     45.3623,     43.3828,     42.7869,     42.6353,     40.9990
     156,          2.583333,     46.4193,     45.3458,     43.3821,     42.7861,     42.6191,     40.9990
     157,          2.600000,     46.3986,     45.3279,     43.3815,     42.7853,     42.6022,     40.9990
     158,          2.616667,     46.3793,     45.3103,     43.3809,     42.7845,     42.5851,     40.9990
     159,          2.633333,     46.3621,     45.2933,     43.3803,     42.7837,     42.5677,     40.9990
     160,          2.650000,     46.3478,     45.2775,     43.3798,     42.7829,     42.5500,     40.9990
     161,          2.666667,     46.3312,     45.2623,     43.3792,     42.7822,     42.5320,     40.9990
     162,          2.683333,     46.3153,     45.2471,     43.3787,     42.7815,     42.5138,     40.9990
     163,          2.700000,     46.2996,     45.2321,     43.3782,     42.7808,     42.4951,     40.9990
     164,          2.716667,     46.2832,     45.2168,     43.3777,     42.7801,     42.4760,     40.9990
     165,          2.733334,     46.2655,     45.2004,     43.3772,     42.7794,     42.4566,     40.9990
     166,          2.750000,     46.2476,     45.1839,     43.3767,     42.7787,     42.4370,     40.9990
     167,          2.766667,     46.2283,     45.1664,     43.3763,     42.7781,     42.4170,     40.9990
     168,          2.783334,     46.2144,     45.1506,     43.3759,     42.7774,     42.3966,     40.9990
     169,          2.800000,     46.1918,     45.1312,     43.3754,     42.7768,     42.3760,     40.9990
     170,          2.816667,     46.1688,     45.1082,     43.3750,     42.7762,     42.3550,     40.9990
     171,          2.833333,     46.1457,     45.0846,     43.3746,     42.7756,     42.3338,     40.9990
     172,          2.850000,     46.1220,     45.0575,     43.3742,     42.7750,     42.3120,     40.9990
     173,          2.866667,     46.0979,     45.0273,     43.3738,     42.7745,     42.2900,     40.9990
     174,          2.883333,     46.0741,     44.9946,     43.3735,     42.7739,     42.2674,     40.9990
     175,          2.900000,     46.0496,     44.9584,     43.3731,     42.7733,     42.2445,     40.9990
     176,          2.916667,     46.0253,     44.9224,     43.3727,     42.7728,     42.2212,     40.9990
     177,          2.933333,     46.0004,     44.8847,     43.3724,     42.7723,     42.1974,     40.9990
     178,          2.950000,     45.9770,     44.8508,     43.3721,     42.7718,     42.1732,     40.9990
     179,          2.966667,     45.9548,     44.8195,     43.3717,     42.7713,     42.1483,     40.9990
     180,          2.983334,     45.9357,     44.7911,     43.3714,     42.7708,     42.1231,     40.9990
     181,          3.000000,     45.9156,     44.7627,     43.3711,     42.7703,     42.0974,     40.9990
