"EG12_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG12_003.tcf]","Time (h)","H FC01.1_R.1 [EG12_003]","H FC01.1_R.2 [EG12_003]","H FC01.2_R.1 [EG12_003]","H FC01.2_R.2 [EG12_003]","H FC04.1_C.1 [EG12_003]","H FC04.1_C.2 [EG12_003]","H OC999.8 [EG12_003]","H OC999.9 [EG12_003]"
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.3000
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     42.3000,     38.6072
      33,          0.533333,     47.1748,     45.8126,     37.9154,     37.8906,     43.3490,     42.7490,     42.3000,     38.7421
      34,          0.550000,     47.3955,     45.9614,     38.0512,     38.0226,     43.3490,     42.7490,     42.3000,     38.8253
      35,          0.566667,     47.6475,     46.1224,     38.1640,     38.1308,     43.3490,     42.7490,     42.3000,     38.9061
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     42.3000,     38.9547
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     42.3000,     39.0304
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     42.3000,     39.1071
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     42.3000,     39.1757
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     42.3000,     39.2496
      41,          0.666667,     49.1397,     46.6501,     38.9690,     38.8820,     43.3490,     42.7490,     42.3000,     39.3560
      42,          0.683333,     49.3516,     46.6989,     39.1752,     39.0508,     43.3490,     42.7490,     42.3000,     39.4880
      43,          0.700000,     49.5245,     46.8061,     39.3859,     39.2179,     43.3490,     42.7490,     42.3108,     39.6363
      44,          0.716667,     49.6448,     46.9560,     39.6011,     39.3823,     43.3490,     42.7490,     42.3735,     39.7868
      45,          0.733333,     49.7222,     47.0987,     39.7859,     39.5180,     43.3490,     42.7490,     42.4504,     39.9253
      46,          0.750000,     49.7705,     47.2083,     39.9448,     39.6283,     43.3490,     42.7490,     42.5268,     40.0558
      47,          0.766667,     49.8011,     47.2798,     40.0946,     39.7221,     43.3490,     42.7490,     42.5963,     40.1880
      48,          0.783333,     49.8184,     47.3204,     40.2501,     39.8125,     43.3490,     42.7490,     42.6601,     40.3298
      49,          0.800000,     49.8290,     47.3432,     40.4251,     39.9016,     43.3490,     42.7490,     42.7191,     40.4948
      50,          0.816667,     49.8365,     47.3573,     40.6217,     39.9937,     43.3490,     42.7490,     42.7790,     40.6875
      51,          0.833333,     49.8421,     47.3674,     40.8336,     40.0863,     43.3490,     42.7490,     42.8370,     40.8995
      52,          0.850000,     49.8464,     47.3752,     41.0505,     40.1755,     43.3490,     42.7490,     42.8916,     41.1208
      53,          0.866667,     49.8490,     47.3804,     41.2533,     40.2558,     43.3490,     42.7490,     42.9415,     41.3245
      54,          0.883333,     49.8509,     47.3837,     41.4285,     40.3230,     43.3490,     42.7490,     42.9885,     41.5008
      55,          0.900000,     49.8524,     47.3863,     41.5733,     40.3776,     43.3490,     42.7490,     43.0325,     41.6473
      56,          0.916667,     49.8537,     47.3884,     41.6934,     40.4209,     43.3490,     42.7490,     43.0724,     41.7696
      57,          0.933333,     49.8548,     47.3902,     41.7941,     40.4551,     43.3490,     42.7490,     43.1082,     41.8723
      58,          0.950000,     49.8551,     47.3912,     41.8794,     40.4824,     43.3490,     42.7490,     43.1396,     41.9594
      59,          0.966667,     49.8550,     47.3913,     41.9526,     40.5044,     43.3490,     42.7490,     43.1669,     42.0340
      60,          0.983333,     49.8548,     47.3911,     42.0166,     40.5224,     43.3490,     42.7490,     43.1981,     42.0992
      61,          1.000000,     49.8544,     47.3905,     42.0744,     40.5376,     43.3490,     42.7490,     43.2315,     42.1577
      62,          1.016667,     49.8538,     47.3898,     42.1262,     40.5505,     43.3490,     42.7490,     43.2601,     42.2102
      63,          1.033333,     49.8521,     47.3880,     42.1730,     40.5617,     43.3490,     42.7490,     43.2923,     42.2575
      64,          1.050000,     49.8500,     47.3852,     42.2159,     40.5716,     43.3490,     42.7640,     43.3204,     42.3008
      65,          1.066667,     49.8477,     47.3819,     42.2570,     40.5806,     43.3490,     42.8027,     43.3510,     42.3423
      66,          1.083333,     49.8452,     47.3783,     42.2975,     40.5891,     43.3490,     42.8121,     43.3784,     42.3831
      67,          1.100000,     49.8423,     47.3743,     42.3351,     40.5969,     43.3490,     42.8258,     43.4078,     42.4210
      68,          1.116667,     49.8369,     47.3675,     42.3700,     40.6041,     43.3490,     42.8358,     43.4346,     42.4562
      69,          1.133333,     49.8305,     47.3584,     42.4023,     40.6106,     43.3490,     42.8474,     43.4632,     42.4887
      70,          1.150000,     49.8229,     47.3480,     42.4322,     40.6166,     43.3490,     42.8565,     43.4891,     42.5189
      71,          1.166667,     49.8151,     47.3366,     42.4595,     40.6220,     43.3490,     42.8659,     43.5165,     42.5466
      72,          1.183333,     49.8069,     47.3246,     42.4845,     40.6270,     43.3490,     42.8743,     43.5394,     42.5720
      73,          1.200000,     49.7979,     47.3115,     42.5069,     40.6314,     43.3490,     42.8805,     43.5610,     42.5949
      74,          1.216667,     49.7885,     47.2973,     42.5270,     40.6354,     43.3490,     42.8861,     43.5786,     42.6154
      75,          1.233333,     49.7788,     47.2826,     42.5448,     40.6388,     43.3490,     42.8918,     43.5940,     42.6336
      76,          1.250000,     49.7688,     47.2671,     42.5603,     40.6419,     43.3490,     42.8956,     43.6069,     42.6494
      77,          1.266667,     49.7583,     47.2515,     42.5737,     40.6445,     43.3490,     42.8990,     43.6162,     42.6631
      78,          1.283333,     49.7459,     47.2333,     42.5850,     40.6467,     43.3490,     42.9019,     43.6245,     42.6747
      79,          1.300000,     49.7323,     47.2122,     42.5943,     40.6486,     43.3490,     42.9034,     43.6285,     42.6843
      80,          1.316667,     49.7176,     47.1894,     42.6017,     40.6501,     43.3490,     42.9041,     43.6314,     42.6919
      81,          1.333333,     49.7024,     47.1650,     42.6069,     40.6513,     43.3490,     42.9038,     43.6315,     42.6972
      82,          1.350000,     49.6864,     47.1396,     42.6099,     40.6520,     43.3490,     42.9017,     43.6312,     42.7003
      83,          1.366667,     49.6696,     47.1130,     42.6106,     40.6524,     43.3490,     42.8980,     43.6320,     42.7011
      84,          1.383333,     49.6519,     47.0847,     42.6091,     40.6523,     43.3490,     42.8924,     43.6309,     42.6996
      85,          1.400000,     49.6332,     47.0549,     42.6054,     40.6519,     43.3490,     42.8858,     43.6320,     42.6959
      86,          1.416667,     49.6134,     47.0248,     42.5995,     40.6510,     43.3490,     42.8782,     43.6312,     42.6900
      87,          1.433333,     49.5923,     46.9922,     42.5914,     40.6498,     43.3490,     42.8681,     43.6315,     42.6820
      88,          1.450000,     49.5705,     46.9602,     42.5812,     40.6483,     43.3490,     42.8573,     43.6317,     42.6718
      89,          1.466667,     49.5474,     46.9282,     42.5688,     40.6463,     43.3490,     42.8453,     43.6311,     42.6595
      90,          1.483333,     49.5225,     46.8969,     42.5544,     40.6439,     43.3490,     42.8313,     43.6320,     42.6450
      91,          1.500000,     49.4957,     46.8647,     42.5379,     40.6412,     43.3490,     42.8168,     43.6311,     42.6286
      92,          1.516667,     49.4665,     46.8332,     42.5195,     40.6381,     43.3490,     42.8008,     43.6318,     42.6102
      93,          1.533333,     49.4346,     46.8037,     42.4993,     40.6346,     43.3490,     42.7841,     43.6314,     42.5899
      94,          1.550000,     49.3983,     46.7790,     42.4772,     40.6308,     43.3490,     42.7669,     43.6314,     42.5677
      95,          1.566667,     49.3553,     46.7539,     42.4533,     40.6267,     43.3490,     42.7509,     43.6318,     42.5438
      96,          1.583333,     49.3043,     46.7405,     42.4278,     40.6221,     43.3490,     42.7490,     43.6310,     42.5182
      97,          1.600000,     49.2459,     46.7241,     42.4008,     40.6173,     43.3490,     42.7490,     43.6320,     42.4912
      98,          1.616667,     49.1842,     46.7114,     42.3727,     40.6122,     43.3490,     42.7490,     43.6311,     42.4630
      99,          1.633333,     49.1184,     46.6986,     42.3437,     40.6068,     43.3490,     42.7490,     43.6317,     42.4339
     100,          1.650000,     49.0486,     46.6848,     42.3138,     40.6012,     43.3490,     42.7490,     43.6315,     42.4039
     101,          1.666667,     48.9736,     46.6650,     42.2832,     40.5954,     43.3490,     42.7490,     43.6312,     42.3732
     102,          1.683333,     48.8940,     46.6500,     42.2517,     40.5893,     43.3490,     42.7490,     43.6320,     42.3415
     103,          1.700000,     48.8082,     46.6306,     42.2193,     40.5831,     43.3490,     42.7490,     43.6310,     42.3090
     104,          1.716667,     48.7157,     46.6096,     42.1861,     40.5765,     43.3490,     42.7490,     43.6319,     42.2757
     105,          1.733333,     48.6172,     46.5870,     42.1519,     40.5697,     43.3490,     42.7490,     43.6313,     42.2413
     106,          1.750000,     48.5122,     46.5620,     42.1165,     40.5626,     43.3490,     42.7490,     43.6315,     42.2057
     107,          1.766667,     48.4007,     46.5341,     42.0795,     40.5552,     43.3490,     42.7490,     43.6318,     42.1684
     108,          1.783333,     48.2869,     46.5030,     42.0410,     40.5472,     43.3490,     42.7490,     43.6311,     42.1297
     109,          1.800000,     48.1715,     46.4709,     42.0008,     40.5389,     43.3490,     42.7490,     43.6320,     42.0892
     110,          1.816667,     48.0531,     46.4364,     41.9588,     40.5300,     43.3490,     42.7490,     43.6311,     42.0468
     111,          1.833333,     47.9329,     46.3989,     41.9146,     40.5205,     43.3490,     42.7490,     43.6317,     42.0023
     112,          1.850000,     47.8117,     46.3583,     41.8678,     40.5102,     43.3490,     42.7490,     43.6314,     41.9550
     113,          1.866667,     47.6916,     46.3148,     41.8179,     40.4992,     43.3490,     42.7490,     43.6314,     41.9046
     114,          1.883333,     47.5810,     46.2631,     41.7646,     40.4871,     43.3490,     42.7490,     43.6318,     41.8506
     115,          1.900000,     47.4901,     46.2067,     41.7074,     40.4739,     43.3490,     42.7490,     43.6310,     41.7926
     116,          1.916667,     47.4118,     46.1524,     41.6459,     40.4593,     43.3490,     42.7490,     43.6319,     41.7301
     117,          1.933333,     47.3453,     46.1021,     41.5800,     40.4432,     43.3490,     42.7490,     43.6312,     41.6629
     118,          1.950000,     47.2890,     46.0570,     41.5093,     40.4253,     43.3490,     42.7490,     43.6316,     41.5911
     119,          1.966667,     47.2427,     46.0202,     41.4333,     40.4054,     43.3490,     42.7490,     43.6316,     41.5137
     120,          1.983333,     47.2039,     45.9888,     41.3510,     40.3831,     43.3490,     42.7490,     43.6312,     41.4298
     121,          2.000000,     47.1710,     45.9622,     41.2616,     40.3577,     43.3490,     42.7490,     43.6319,     41.3387
     122,          2.016667,     47.1430,     45.9397,     41.1636,     40.3283,     43.3490,     42.7490,     43.6310,     41.2388
     123,          2.033334,     47.1160,     45.9194,     41.0578,     40.2946,     43.3490,     42.7490,     43.6319,     41.1309
     124,          2.050000,     47.0898,     45.9002,     40.9430,     40.2553,     43.3490,     42.7490,     43.6313,     41.0141
     125,          2.066667,     47.0632,     45.8813,     40.8226,     40.2105,     43.3490,     42.7490,     43.6315,     40.8913
     126,          2.083333,     47.0361,     45.8622,     40.6991,     40.1603,     43.3490,     42.7490,     43.6318,     40.7669
     127,          2.100000,     47.0084,     45.8426,     40.5728,     40.1031,     43.3490,     42.7490,     43.6311,     40.6399
     128,          2.116667,     46.9797,     45.8223,     40.4468,     40.0395,     43.3490,     42.7490,     43.6320,     40.5139
     129,          2.133333,     46.9490,     45.8008,     40.3227,     39.9708,     43.3490,     42.7490,     43.6311,     40.3907
     130,          2.150000,     46.9165,     45.7782,     40.2021,     39.8992,     43.3490,     42.7490,     43.6317,     40.2724
     131,          2.166667,     46.8827,     45.7537,     40.0872,     39.8263,     43.3490,     42.7490,     43.6315,     40.1622
     132,          2.183333,     46.8498,     45.7268,     39.9800,     39.7538,     43.3490,     42.7490,     43.6313,     40.0627
     133,          2.200000,     46.8155,     45.7014,     39.8804,     39.6832,     43.3490,     42.7490,     43.6319,     39.9728
     134,          2.216667,     46.7873,     45.6770,     39.7910,     39.6167,     43.3490,     42.7490,     43.6311,     39.8937
     135,          2.233333,     46.7640,     45.6559,     39.7122,     39.5558,     43.3490,     42.7490,     43.6319,     39.8259
     136,          2.250000,     46.7439,     45.6373,     39.6421,     39.5006,     43.3490,     42.7490,     43.6313,     39.7662
     137,          2.266667,     46.7264,     45.6203,     39.5815,     39.4517,     43.3490,     42.7490,     43.6316,     39.7167
     138,          2.283334,     46.7108,     45.6052,     39.5298,     39.4094,     43.3490,     42.7490,     43.6316,     39.6753
     139,          2.300000,     46.6944,     45.5908,     39.4838,     39.3713,     43.3490,     42.7490,     43.6312,     39.6387
     140,          2.316667,     46.6785,     45.5769,     39.4417,     39.3363,     43.3490,     42.7490,     43.6319,     39.6049
     141,          2.333333,     46.6610,     45.5626,     39.4037,     39.3046,     43.3490,     42.7490,     43.6311,     39.5727
     142,          2.350000,     46.6427,     45.5477,     39.3690,     39.2753,     43.3490,     42.7490,     43.6318,     39.5432
     143,          2.366667,     46.6275,     45.5340,     39.3369,     39.2481,     43.3490,     42.7490,     43.6313,     39.5164
     144,          2.383333,     46.6098,     45.5187,     39.3082,     39.2235,     43.3490,     42.7490,     43.6315,     39.4947
     145,          2.400000,     46.5944,     45.5036,     39.2815,     39.2007,     43.3490,     42.7490,     43.6318,     39.4709
     146,          2.416667,     46.5788,     45.4878,     39.2558,     39.1788,     43.3490,     42.7490,     43.6311,     39.4468
     147,          2.433333,     46.5650,     45.4741,     39.2309,     39.1575,     43.3490,     42.7490,     43.6320,     39.4249
     148,          2.450000,     46.5530,     45.4621,     39.2071,     39.1370,     43.3490,     42.7490,     43.6311,     39.4050
     149,          2.466667,     46.5406,     45.4504,     39.1849,     39.1177,     43.3490,     42.7490,     43.6317,     39.3862
     150,          2.483333,     46.5252,     45.4373,     39.1631,     39.0986,     43.3490,     42.7490,     43.6315,     39.3650
     151,          2.500000,     46.5078,     45.4226,     39.1423,     39.0804,     43.3490,     42.7490,     43.6313,     39.3482
     152,          2.516667,     46.4903,     45.4072,     39.1226,     39.0631,     43.3490,     42.7490,     43.6319,     39.3333
     153,          2.533334,     46.4722,     45.3916,     39.1035,     39.0463,     43.3490,     42.7490,     43.6311,     39.3177
     154,          2.550000,     46.4558,     45.3760,     39.0851,     39.0299,     43.3490,     42.7490,     43.6319,     39.3028
     155,          2.566667,     46.4384,     45.3607,     39.0678,     39.0145,     43.3490,     42.7490,     43.6313,     39.2895
     156,          2.583333,     46.4192,     45.3441,     39.0501,     38.9987,     43.3490,     42.7490,     43.6315,     39.2759
     157,          2.600000,     46.3985,     45.3261,     39.0340,     38.9841,     43.3490,     42.7490,     43.6317,     39.2625
     158,          2.616667,     46.3793,     45.3084,     39.0111,     38.9633,     43.3490,     42.7490,     43.6312,     39.2470
     159,          2.633333,     46.3620,     45.2916,     38.9913,     38.9456,     43.3490,     42.7490,     43.6319,     39.2326
     160,          2.650000,     46.3477,     45.2759,     38.9722,     38.9284,     43.3490,     42.7490,     43.6312,     39.2195
     161,          2.666667,     46.3310,     45.2608,     38.9529,     38.9110,     43.3490,     42.7490,     43.6317,     39.2068
     162,          2.683333,     46.3151,     45.2457,     38.9339,     38.8937,     43.3490,     42.7490,     43.6314,     39.1944
     163,          2.700000,     46.2996,     45.2308,     38.9142,     38.8759,     43.3490,     42.7490,     43.6314,     39.1809
     164,          2.716667,     46.2832,     45.2155,     38.8939,     38.8573,     43.3490,     42.7490,     43.6317,     39.1678
     165,          2.733334,     46.2654,     45.1993,     38.8738,     38.8388,     43.3490,     42.7490,     43.6312,     39.1561
     166,          2.750000,     46.2475,     45.1830,     38.8531,     38.8197,     43.3490,     42.7490,     43.6319,     39.1440
     167,          2.766667,     46.2284,     45.1658,     38.8338,     38.8018,     43.3490,     42.7490,     43.6312,     39.1320
     168,          2.783334,     46.2131,     45.1501,     38.8136,     38.7836,     43.3490,     42.7490,     43.6317,     39.1201
     169,          2.800000,     46.1914,     45.1302,     38.7938,     38.7653,     43.3490,     42.7490,     43.6315,     39.1132
     170,          2.816667,     46.1684,     45.1073,     38.7685,     38.7412,     43.3490,     42.7490,     43.6313,     39.0969
     171,          2.833333,     46.1454,     45.0837,     38.7982,     38.6850,     43.3490,     42.7490,     43.6319,     39.0852
     172,          2.850000,     46.1218,     45.0564,     38.7160,     38.7237,     43.3490,     42.7490,     43.6311,     39.0765
     173,          2.866667,     46.0977,     45.0261,     38.7572,     38.6532,     43.3490,     42.7490,     43.6319,     39.0671
     174,          2.883333,     46.0740,     44.9934,     38.7505,     38.6228,     43.3490,     42.7490,     43.6313,     39.0577
     175,          2.900000,     46.0494,     44.9572,     38.7121,     38.6194,     43.3490,     42.7490,     43.6315,     39.0471
     176,          2.916667,     46.0251,     44.9212,     38.7082,     38.5828,     43.3490,     42.7490,     43.6317,     39.0366
     177,          2.933333,     46.0001,     44.8835,     38.6087,     38.6292,     43.3490,     42.7490,     43.6312,     39.0263
     178,          2.950000,     45.9769,     44.8497,     38.6454,     38.5577,     43.3490,     42.7490,     43.6319,     39.0170
     179,          2.966667,     45.9547,     44.8187,     38.5962,     38.5600,     43.3490,     42.7490,     43.6311,     39.0089
     180,          2.983334,     45.9355,     44.7903,     38.5696,     38.5389,     43.3490,     42.7490,     43.6317,     38.9972
     181,          3.000000,     45.9157,     44.7621,     38.5402,     38.5260,     43.3490,     42.7490,     43.6315,     38.9887
