"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,     0.000
         0.083,         233,         0,         0,  2.500000    , 0.8333334E-01,  0.000000    ,  117.1067    ,  52.75614    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -64.35057    , -64.35054    , 0.3119188E-04,  205.0063    ,     0.000
         0.167,         382,         0,         0,  1.743194    , 0.1666667    ,  0.000000    ,  50.06276    ,  484.3074    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  434.2446    ,  434.2446    ,-0.6192923E-04,  639.2509    ,    -0.000
         0.250,         607,         0,         0,  1.105328    , 0.2500000    ,  0.000000    ,  28.39270    ,  1110.233    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1081.841    ,  1081.841    ,-0.5932152E-04,  1721.092    ,    -0.000
         0.333,         905,         0,         0, 0.9394983    , 0.3333333    ,  0.000000    ,  18.23676    ,  1625.060    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1606.823    ,  1606.823    ,-0.2641827E-03,  3327.914    ,    -0.000
         0.417,        1245,         0,         0, 0.8376405    , 0.4166667    ,  0.000000    ,  12.18877    ,  2650.589    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2638.401    ,  2638.402    , 0.1479657E-02,  5966.316    ,     0.000
         0.500,        1624,         0,         0, 0.7579570    , 0.5000000    ,  0.000000    ,  8.505002    ,  4890.535    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4882.030    ,  4882.029    ,-0.7088408E-03,  10848.35    ,    -0.000
         0.583,        2044,         0,         0, 0.6776886    , 0.5833334    ,  0.000000    ,  6.171767    ,  11421.36    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11415.19    ,  11415.19    , 0.2615949E-02,  22263.54    ,     0.000
         0.667,        2500,         0,         0, 0.6515494    , 0.6666667    ,  0.000000    ,  4.686322    ,  20055.80    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20051.11    ,  20051.11    ,-0.7129144E-02,  42314.64    ,    -0.000
         0.750,        2979,         0,         0, 0.6022659    , 0.7500000    ,  0.000000    ,  3.543221    ,  24771.05    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  24767.50    ,  24767.51    , 0.8060733E-02,  67082.16    ,     0.000
         0.833,        3487,         0,         0, 0.5833466    , 0.8333334    ,  0.000000    ,  2.729274    ,  26784.87    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  26782.14    ,  26782.13    ,-0.5497248E-02,  93864.29    ,    -0.000
         0.917,        4005,         0,         0, 0.5783172    , 0.9166667    ,  0.000000    ,  2.140593    ,  27491.84    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27489.70    ,  27489.70    ,-0.7337316E-02,  121354.0    ,    -0.000
         1.000,        4524,         0,         0, 0.5800418    ,  1.000000    ,  0.000000    ,  4689.287    ,  27606.54    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22917.25    ,  22917.27    , 0.1577070E-01,  144271.2    ,     0.000
         1.083,        5038,         0,         0, 0.5919764    ,  1.083333    ,  0.000000    ,  17693.81    ,  27185.43    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9491.623    ,  9491.641    , 0.1738167E-01,  153762.9    ,     0.000
         1.167,        5531,         0,         0, 0.6335329    ,  1.166667    ,  0.000000    ,  25090.87    ,  25751.53    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  660.6644    ,  660.6250    ,-0.3937912E-01,  154423.5    ,    -0.000
         1.250,        5996,         0,         0, 0.6499308    ,  1.250000    ,  0.000000    ,  26484.02    ,  23421.52    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -3062.503    , -3062.500    , 0.3269196E-02,  151361.0    ,     0.000
         1.333,        6458,         0,         0, 0.6525941    ,  1.333333    ,  0.000000    ,  25612.08    ,  20537.45    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -5074.626    , -5074.594    , 0.3229904E-01,  146286.4    ,     0.000
         1.417,        6918,         0,         0, 0.6557383    ,  1.416667    ,  0.000000    ,  23761.07    ,  17152.35    , 0.6328637E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -6608.721    , -6608.766    ,-0.4492725E-01,  139677.7    ,    -0.000
         1.500,        7376,         0,         0, 0.6589480    ,  1.500000    ,  0.000000    ,  21319.13    ,  13931.50    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -7387.622    , -7387.609    , 0.1302147E-01,  132290.0    ,     0.000
         1.583,        7832,         0,         0, 0.6620926    ,  1.583333    ,  0.000000    ,  18550.41    ,  11113.77    , 0.2437918E-02,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -7436.640    , -7436.680    ,-0.4007688E-01,  124853.4    ,    -0.000
         1.667,        8285,         0,         0, 0.6643697    ,  1.666483    ,  0.000000    ,  15760.99    ,  9105.388    , 0.1221555E-02,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -6655.604    , -6655.602    , 0.2221006E-02,  118197.8    ,     0.000
         1.750,        8737,         0,         0, 0.6665020    ,  1.749816    ,  0.000000    ,  13133.98    ,  7646.114    , 0.9136480E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -5487.872    , -5487.891    ,-0.1863954E-01,  112709.9    ,    -0.000
         1.833,        9188,         0,         0, 0.6680190    ,  1.833149    ,  0.000000    ,  10928.26    ,  6506.684    , 0.1922442E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -4421.580    , -4421.555    , 0.2552756E-01,  108288.3    ,     0.000
         1.917,        9638,         0,         0, 0.6689269    ,  1.914815    ,  0.000000    ,  9219.739    ,  5945.864    , 0.5202471E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -3273.876    , -3273.867    , 0.8378555E-02,  105014.5    ,     0.000
         2.000,       10087,         0,         0, 0.6696315    ,  1.994803    ,  0.000000    ,  7896.714    ,  5510.301    , 0.8952917E-05,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2386.412    , -2386.414    ,-0.1883137E-02,  102628.0    ,    -0.000
         2.083,       10536,         0,         0, 0.6705415    ,  2.012621    ,  0.000000    ,  6931.964    ,  5020.302    , 0.2154604E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1911.662    , -1911.664    ,-0.1978944E-02,  100716.4    ,    -0.000
         2.167,       10984,         0,         0, 0.6719242    ,  2.105469    ,  0.000000    ,  6249.162    ,  4284.166    , 0.2877656E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1964.996    , -1964.969    , 0.2743887E-01,  98751.41    ,     0.000
         2.250,       11431,         0,         0, 0.6728682    ,  2.201156    ,  0.000000    ,  5714.321    ,  3718.058    , 0.1720667E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1996.263    , -1996.258    , 0.5645204E-02,  96755.15    ,     0.000
         2.333,       11877,         0,         0, 0.6735667    ,  2.201156    ,  0.000000    ,  5190.262    ,  3404.792    , 0.9448171E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1785.470    , -1785.469    , 0.1696178E-02,  94969.68    ,     0.000
         2.417,       12323,         0,         0, 0.6741836    ,  2.201156    ,  0.000000    ,  4662.358    ,  3090.548    , 0.8786514E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1571.810    , -1571.820    ,-0.1024567E-01,  93397.86    ,    -0.000
         2.500,       12768,         0,         0, 0.6748938    ,  2.201156    ,  0.000000    ,  4197.331    ,  2790.528    , 0.9317202E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1406.803    , -1406.789    , 0.1408024E-01,  91991.07    ,     0.000
         2.583,       13213,         0,         0, 0.6757697    ,  2.201156    ,  0.000000    ,  3805.554    ,  2418.445    , 0.1076541E-03,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1387.110    , -1387.125    ,-0.1528465E-01,  90603.95    ,    -0.000
         2.667,       13657,         0,         0, 0.6765848    ,  2.201156    ,  0.000000    ,  3479.774    ,  2105.250    , 0.8732566E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1374.524    , -1374.492    , 0.3167445E-01,  89229.45    ,     0.001
         2.750,       14101,         0,         0, 0.6774733    ,  2.201156    ,  0.000000    ,  3168.951    ,  1804.394    , 0.4863793E-04,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1364.558    , -1364.555    , 0.3090144E-02,  87864.90    ,     0.000
         2.833,       14544,         0,         0, 0.6785907    ,  2.201156    ,  0.000000    ,  2882.311    ,  1425.143    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1457.168    , -1457.164    , 0.3831863E-02,  86407.73    ,     0.000
         2.917,       14987,         0,         0, 0.6798136    ,  2.201156    ,  0.000000    ,  2592.230    ,  1054.627    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1537.603    , -1537.617    ,-0.1404428E-01,  84870.12    ,    -0.000
         3.000,       15429,         0,         0, 0.6809244    ,  2.201156    ,  0.000000    ,  2303.944    ,  771.8141    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1532.130    , -1532.117    , 0.1264167E-01,  83338.00    ,     0.000
